nights_id,minimum_nights,maximum_nights
2719,10 ,31 
2720,1 ,99 
2721,14 ,60 
2722,5 ,31 
2723,2 ,1125 
2724,30 ,365 
2725,1 ,365 
2726,3 ,1125 
2727,30 ,1125 
2728,30 ,1125 
2729,30 ,1125 
2730,30 ,1125 
2731,2 ,1125 
2732,3 ,1125 
2733,3 ,1125 
2734,4 ,1125 
2735,30 ,30 
2736,3 ,14 
2737,10 ,1125 
2738,7 ,1125 
2739,1 ,14 
2740,31 ,1125 
2741,1 ,365 
2742,30 ,365 
2743,7 ,90 
2744,30 ,365 
2745,1125 ,365 
2746,2 ,30 
2747,2 ,1125 
2748,1 ,28 
2749,28 ,1125 
2750,30 ,1125 
2751,30 ,1125 
2752,7 ,1125 
2753,30 ,1125 
2754,30 ,1125 
2755,1 ,1125 
2756,3 ,1125 
2757,3 ,1125 
2758,31 ,1125 
2759,30 ,1125 
2760,30 ,1125 
2761,30 ,1125 
2762,30 ,30 
2763,30 ,1125 
2764,30 ,1125 
2765,3 ,1125 
2766,30 ,1125 
2767,30 ,31 
2768,30 ,1125 
2769,30 ,1125 
2770,3 ,365 
2771,30 ,1125 
2772,90 ,1000 
2773,1 ,1125 
2774,30 ,90 
2775,30 ,1125 
2776,30 ,1125 
2777,10 ,365 
2778,30 ,1125 
2779,30 ,1125 
2780,30 ,1125 
2781,30 ,1125 
2782,30 ,60 
2783,1 ,1125 
2784,30 ,1125 
2785,1 ,28 
2786,30 ,1125 
2787,30 ,75 
2788,2 ,1125 
2789,30 ,1125 
2790,2 ,365 
2791,30 ,1125 
2792,30 ,1125 
2793,1 ,365 
2794,30 ,1125 
2795,33 ,182 
2796,30 ,1125 
2797,1 ,28 
2798,30 ,120 
2799,1 ,1125 
2800,2 ,1125 
2801,30 ,180 
2802,1 ,1125 
2803,3 ,28 
2804,30 ,1125 
2805,2 ,1125 
2806,3 ,1125 
2807,30 ,182 
2808,30 ,1125 
2809,2 ,1125 
2810,1 ,1125 
2811,30 ,1125 
2812,2 ,5 
2813,30 ,1125 
2814,90 ,120 
2815,30 ,30 
2816,1 ,1125 
2817,30 ,1125 
2818,30 ,1125 
2819,15 ,29 
2820,270 ,1125 
2821,1 ,1125 
2822,1 ,25 
2823,30 ,1125 
2824,7 ,60 
2825,2 ,4 
2826,2 ,365 
2827,30 ,1125 
2828,30 ,365 
2829,2 ,1125 
2830,2 ,1125 
2831,8 ,365 
2832,30 ,1125 
2833,30 ,1125 
2834,30 ,30 
2835,1 ,1125 
2836,2 ,14 
2837,2 ,14 
2838,30 ,1125 
2839,2 ,1125 
2840,1 ,1125 
2841,2 ,1125 
2842,1 ,14 
2843,2 ,1125 
2844,30 ,1125 
2845,30 ,30 
2846,1 ,1125 
2847,30 ,60 
2848,28 ,1125 
2849,30 ,1125 
2850,30 ,1125 
2851,4 ,1125 
2852,30 ,1125 
2853,2 ,1125 
2854,90 ,120 
2855,5 ,365 
2856,30 ,365 
2857,1 ,20 
2858,30 ,1125 
2859,1 ,365 
2860,30 ,1125 
2861,365 ,365 
2862,2 ,45 
2863,30 ,365 
2864,1 ,15 
2865,5 ,1125 
2866,30 ,100 
2867,77 ,343 
2868,30 ,1125 
2869,30 ,1125 
2870,2 ,1125 
2871,30 ,365 
2872,30 ,54 
2873,3 ,1125 
2874,1 ,1125 
2875,30 ,1125 
2876,30 ,1125 
2877,2 ,1125 
2878,30 ,1125 
2879,4 ,12 
2880,3 ,30 
2881,2 ,1125 
2882,30 ,60 
2883,30 ,1125 
2884,2 ,1125 
2885,2 ,69 
2886,30 ,1125 
2887,3 ,365 
2888,30 ,1125 
2889,31 ,1125 
2890,4 ,1125 
2891,3 ,1125 
2892,2 ,28 
2893,30 ,365 
2894,3 ,365 
2895,29 ,1125 
2896,2 ,1125 
2897,3 ,1125 
2898,80 ,125 
2899,30 ,1125 
2900,30 ,1125 
2901,2 ,1125 
2902,5 ,1125 
2903,2 ,1125 
2904,30 ,99 
2905,2 ,365 
2906,30 ,365 
2907,1 ,4 
2908,2 ,1125 
2909,30 ,1125 
2910,1 ,20 
2911,10 ,400 
2912,1 ,1125 
2913,2 ,30 
2914,30 ,1125 
2915,30 ,1125 
2916,1 ,1125 
2917,1 ,1125 
2918,30 ,30 
2919,30 ,1125 
2920,30 ,1125 
2921,30 ,1125 
2922,4 ,1125 
2923,30 ,365 
2924,1 ,1125 
2925,30 ,1125 
2926,1 ,365 
2927,3 ,365 
2928,30 ,1125 
2929,2 ,1125 
2930,30 ,1125 
2931,2 ,1125 
2932,29 ,365 
2933,30 ,365 
2934,1 ,1125 
2935,30 ,1125 
2936,3 ,35 
2937,1 ,365 
2938,30 ,1125 
2939,1 ,365 
2940,60 ,100 
2941,30 ,1125 
2942,3 ,1125 
2943,10 ,25 
2944,30 ,1125 
2945,2 ,365 
2946,1 ,365 
2947,30 ,360 
2948,4 ,1125 
2949,30 ,1125 
2950,30 ,1125 
2951,30 ,90 
2952,1 ,14 
2953,365 ,365 
2954,30 ,1125 
2955,3 ,30 
2956,30 ,1125 
2957,30 ,1125 
2958,30 ,1125 
2959,30 ,30 
2960,1 ,28 
2961,30 ,1125 
2962,7 ,20 
2963,30 ,1125 
2964,1 ,365 
2965,2 ,1125 
2966,1 ,1125 
2967,30 ,1125 
2968,1 ,1125 
2969,1 ,1125 
2970,30 ,1125 
2971,30 ,30 
2972,1 ,1 
2973,30 ,1118 
2974,30 ,40 
2975,30 ,1125 
2976,31 ,1125 
2977,30 ,1125 
2978,2 ,1125 
2979,30 ,60 
2980,90 ,365 
2981,3 ,30 
2982,1 ,1125 
2983,2 ,365 
2984,30 ,1125 
2985,1 ,1125 
2986,2 ,1125 
2987,3 ,1125 
2988,2 ,30 
2989,90 ,365 
2990,30 ,1125 
2991,30 ,1125 
2992,2 ,1125 
2993,30 ,1125 
2994,3 ,1125 
2995,1 ,1125 
2996,30 ,1125 
2997,1 ,1125 
2998,3 ,1125 
2999,30 ,33 
3000,1 ,1125 
3001,30 ,367 
3002,27 ,1125 
3003,30 ,1125 
3004,30 ,1125 
3005,30 ,1125 
3006,3 ,1125 
3007,2 ,21 
3008,105 ,1125 
3009,2 ,365 
3010,3 ,365 
3011,30 ,1125 
3012,1 ,1125 
3013,2 ,1125 
3014,30 ,1125 
3015,1 ,30 
3016,3 ,6 
3017,30 ,90 
3018,30 ,1125 
3019,2 ,182 
3020,7 ,120 
3021,21 ,1125 
3022,1 ,3 
3023,30 ,1125 
3024,30 ,365 
3025,1 ,1125 
3026,30 ,1125 
3027,30 ,90 
3028,1 ,365 
3029,30 ,1125 
3030,1 ,1125 
3031,30 ,1125 
3032,1 ,1125 
3033,30 ,1125 
3034,31 ,1125 
3035,140 ,1125 
3036,30 ,30 
3037,2 ,1125 
3038,1 ,40 
3039,1 ,28 
3040,1 ,1125 
3041,30 ,1125 
3042,30 ,1125 
3043,30 ,1125 
3044,30 ,1125 
3045,7 ,28 
3046,30 ,1125 
3047,1 ,1125 
3048,14 ,60 
3049,30 ,1125 
3050,30 ,1125 
3051,3 ,1125 
3052,2 ,1 
3053,2 ,1125 
3054,3 ,1125 
3055,365 ,365 
3056,1 ,24 
3057,30 ,1125 
3058,2 ,7 
3059,30 ,1125 
3060,30 ,60 
3061,30 ,1125 
3062,30 ,365 
3063,2 ,1125 
3064,30 ,1125 
3065,4 ,1125 
3066,30 ,1125 
3067,7 ,30 
3068,5 ,1125 
3069,30 ,1125 
3070,30 ,120 
3071,30 ,1125 
3072,2 ,1125 
3073,30 ,1125 
3074,30 ,1125 
3075,1 ,30 
3076,1 ,365 
3077,31 ,1125 
3078,30 ,1125 
3079,2 ,365 
3080,3 ,60 
3081,30 ,1125 
3082,4 ,1125 
3083,30 ,1125 
3084,30 ,31 
3085,4 ,1125 
3086,9 ,0 
3087,30 ,30 
3088,30 ,90 
3089,30 ,60 
3090,30 ,1125 
3091,1 ,10 
3092,30 ,1125 
3093,30 ,1125 
3094,90 ,120 
3095,15 ,1125 
3096,10 ,29 
3097,30 ,90 
3098,4 ,365 
3099,2 ,365 
3100,2 ,1125 
3101,4 ,1125 
3102,30 ,365 
3103,30 ,1125 
3104,30 ,75 
3105,30 ,1125 
3106,1 ,31 
3107,30 ,30 
3108,365 ,365 
3109,1 ,29 
3110,150 ,180 
3111,2 ,1125 
3112,1 ,1125 
3113,1 ,365 
3114,30 ,1125 
3115,90 ,180 
3116,2 ,1125 
3117,30 ,1125 
3118,30 ,1125 
3119,76 ,988 
3120,30 ,1125 
3121,1 ,28 
3122,30 ,1125 
3123,1 ,1125 
3124,2 ,1125 
3125,3 ,1125 
3126,3 ,1125 
3127,30 ,1125 
3128,2 ,1125 
3129,30 ,1125 
3130,30 ,365 
3131,1 ,365 
3132,30 ,1125 
3133,120 ,1125 
3134,2 ,1125 
3135,30 ,1125 
3136,4 ,25 
3137,30 ,1125 
3138,1 ,1125 
3139,30 ,1125 
3140,2 ,180 
3141,30 ,1125 
3142,2 ,1125 
3143,2 ,10 
3144,1 ,20 
3145,4 ,1125 
3146,30 ,1124 
3147,10 ,120 
3148,3 ,1125 
3149,2 ,1125 
3150,4 ,29 
3151,5 ,22 
3152,3 ,1125 
3153,1 ,1125 
3154,1 ,1125 
3155,30 ,1125 
3156,30 ,1125 
3157,30 ,1125 
3158,2 ,1125 
3159,1 ,1125 
3160,3 ,30 
3161,30 ,182 
3162,30 ,1125 
3163,1 ,1125 
3164,30 ,1125 
3165,5 ,1125 
3166,30 ,1125 
3167,31 ,1125 
3168,30 ,1125 
3169,30 ,1125 
3170,2 ,1125 
3171,14 ,1125 
3172,30 ,1125 
3173,1 ,1125 
3174,4 ,264 
3175,30 ,1125 
3176,2 ,1125 
3177,30 ,30 
3178,3 ,1125 
3179,6 ,150 
3180,30 ,1125 
3181,1 ,1125 
3182,30 ,1125 
3183,30 ,1125 
3184,30 ,1125 
3185,2 ,7 
3186,1 ,365 
3187,25 ,25 
3188,2 ,1125 
3189,730 ,1125 
3190,30 ,1125 
3191,30 ,1125 
3192,30 ,90 
3193,1 ,365 
3194,30 ,1125 
3195,2 ,1125 
3196,30 ,30 
3197,30 ,30 
3198,1 ,28 
3199,1 ,1125 
3200,30 ,60 
3201,30 ,1125 
3202,2 ,1125 
3203,1 ,15 
3204,3 ,1125 
3205,30 ,1125 
3206,30 ,1125 
3207,5 ,1125 
3208,14 ,1125 
3209,30 ,365 
3210,2 ,150 
3211,2 ,13 
3212,2 ,28 
3213,90 ,1000 
3214,4 ,1125 
3215,30 ,1125 
3216,2 ,365 
3217,1 ,1125 
3218,30 ,1125 
3219,1 ,30 
3220,7 ,365 
3221,4 ,365 
3222,2 ,1125 
3223,4 ,1125 
3224,2 ,14 
3225,2 ,45 
3226,4 ,1125 
3227,3 ,1125 
3228,1 ,1125 
3229,1 ,1125 
3230,30 ,1125 
3231,3 ,1125 
3232,2 ,28 
3233,30 ,1125 
3234,1 ,1125 
3235,1 ,7 
3236,1 ,365 
3237,30 ,90 
3238,2 ,365 
3239,30 ,1125 
3240,30 ,1125 
3241,30 ,1125 
3242,30 ,1125 
3243,88 ,362 
3244,1 ,1125 
3245,30 ,30 
3246,30 ,1125 
3247,2 ,24 
3248,2 ,2 
3249,7 ,90 
3250,4 ,30 
3251,1 ,1 
3252,31 ,1125 
3253,7 ,120 
3254,30 ,180 
3255,1 ,365 
3256,30 ,1125 
3257,1 ,1125 
3258,1 ,1125 
3259,1 ,1125 
3260,30 ,1125 
3261,150 ,730 
3262,2 ,1125 
3263,1 ,365 
3264,5 ,14 
3265,30 ,1125 
3266,30 ,1125 
3267,30 ,1125 
3268,1 ,1125 
3269,30 ,365 
3270,3 ,25 
3271,31 ,1125 
3272,30 ,1125 
3273,30 ,1125 
3274,730 ,1125 
3275,30 ,1125 
3276,2 ,10 
3277,1 ,1125 
3278,30 ,1125 
3279,30 ,200 
3280,4 ,1125 
3281,30 ,1125 
3282,90 ,365 
3283,3 ,1125 
3284,1 ,28 
3285,6 ,1125 
3286,2 ,14 
3287,30 ,1125 
3288,30 ,1125 
3289,30 ,1125 
3290,4 ,4 
3291,45 ,100 
3292,5 ,1125 
3293,10 ,1125 
3294,90 ,1000 
3295,30 ,1125 
3296,30 ,1125 
3297,30 ,31 
3298,31 ,1125 
3299,30 ,1125 
3300,1 ,1125 
3301,3 ,20 
3302,7 ,100 
3303,1 ,1125 
3304,30 ,1125 
3305,2 ,14 
3306,30 ,1125 
3307,4 ,90 
3308,2 ,1125 
3309,4 ,5 
3310,5 ,5 
3311,30 ,365 
3312,2 ,10 
3313,30 ,180 
3314,30 ,60 
3315,30 ,1125 
3316,30 ,1125 
3317,270 ,1125 
3318,30 ,1125 
3319,90 ,1125 
3320,2 ,1125 
3321,4 ,1125 
3322,30 ,1125 
3323,30 ,1125 
3324,5 ,30 
3325,30 ,365 
3326,20 ,40 
3327,30 ,365 
3328,1 ,365 
3329,2 ,1125 
3330,150 ,1125 
3331,1 ,1125 
3332,3 ,1125 
3333,1 ,31 
3334,2 ,21 
3335,4 ,1125 
3336,30 ,360 
3337,2 ,1125 
3338,3 ,1125 
3339,30 ,1125 
3340,1 ,365 
3341,30 ,1125 
3342,30 ,1125 
3343,30 ,30 
3344,2 ,1125 
3345,1 ,1125 
3346,270 ,1125 
3347,2 ,2 
3348,30 ,1125 
3349,3 ,45 
3350,1 ,1124 
3351,3 ,28 
3352,4 ,1125 
3353,30 ,1125 
3354,1 ,1125 
3355,30 ,30 
3356,4 ,1125 
3357,30 ,1125 
3358,30 ,1125 
3359,31 ,1125 
3360,30 ,1125 
3361,30 ,365 
3362,30 ,1125 
3363,2 ,30 
3364,1 ,365 
3365,4 ,221 
3366,7 ,1125 
3367,30 ,1125 
3368,1 ,365 
3369,1 ,365 
3370,2 ,1125 
3371,1 ,1125 
3372,3 ,1125 
3373,30 ,365 
3374,30 ,1125 
3375,1 ,28 
3376,2 ,50 
3377,2 ,1125 
3378,30 ,1125 
3379,1 ,1125 
3380,30 ,1125 
3381,30 ,30 
3382,30 ,1125 
3383,30 ,30 
3384,30 ,1125 
3385,30 ,90 
3386,4 ,1125 
3387,30 ,1125 
3388,1 ,365 
3389,30 ,62 
3390,30 ,1125 
3391,1 ,28 
3392,5 ,60 
3393,30 ,1125 
3394,30 ,1125 
3395,3 ,1125 
3396,30 ,1125 
3397,30 ,1125 
3398,2 ,365 
3399,2 ,365 
3400,31 ,1125 
3401,5 ,1125 
3402,3 ,1125 
3403,30 ,45 
3404,1 ,1125 
3405,30 ,1125 
3406,30 ,1125 
3407,1 ,1125 
3408,3 ,21 
3409,90 ,1000 
3410,3 ,30 
3411,2 ,1125 
3412,2 ,1125 
3413,2 ,1125 
3414,30 ,1125 
3415,1 ,1125 
3416,30 ,1125 
3417,30 ,1125 
3418,7 ,90 
3419,30 ,30 
3420,30 ,1125 
3421,30 ,365 
3422,30 ,1125 
3423,90 ,1000 
3424,3 ,1125 
3425,1 ,1125 
3426,4 ,1125 
3427,3 ,1125 
3428,1 ,1125 
3429,1 ,1125 
3430,1 ,1125 
3431,3 ,20 
3432,30 ,1125 
3433,6 ,1125 
3434,1 ,1125 
3435,30 ,1125 
3436,30 ,1125 
3437,1 ,31 
3438,2 ,1125 
3439,30 ,1125 
3440,7 ,1125 
3441,2 ,1125 
3442,1 ,365 
3443,1 ,1125 
3444,30 ,1125 
3445,30 ,1125 
3446,7 ,1125 
3447,90 ,365 
3448,2 ,1125 
3449,1 ,28 
3450,1 ,1125 
3451,3 ,1125 
3452,5 ,1125 
3453,30 ,1125 
3454,1 ,1 
3455,30 ,31 
3456,30 ,1125 
3457,1 ,365 
3458,30 ,200 
3459,1 ,15 
3460,1 ,1125 
3461,1 ,365 
3462,3 ,365 
3463,1 ,1125 
3464,3 ,14 
3465,30 ,1125 
3466,31 ,1125 
3467,30 ,1125 
3468,30 ,1125 
3469,7 ,9 
3470,2 ,15 
3471,13 ,1125 
3472,30 ,1125 
3473,2 ,1125 
3474,30 ,1125 
3475,30 ,1125 
3476,5 ,1125 
3477,30 ,365 
3478,30 ,365 
3479,4 ,14 
3480,7 ,1125 
3481,1 ,1125 
3482,30 ,1125 
3483,30 ,1125 
3484,3 ,14 
3485,30 ,1125 
3486,30 ,1125 
3487,1 ,1125 
3488,30 ,120 
3489,30 ,1125 
3490,1 ,1125 
3491,2 ,60 
3492,30 ,91 
3493,27 ,1125 
3494,30 ,100 
3495,30 ,30 
3496,31 ,1125 
3497,3 ,30 
3498,1 ,28 
3499,30 ,1125 
3500,1 ,1125 
3501,30 ,31 
3502,62 ,62 
3503,30 ,1125 
3504,1 ,1125 
3505,30 ,90 
3506,14 ,365 
3507,30 ,1125 
3508,30 ,365 
3509,1 ,99 
3510,6 ,1125 
3511,30 ,1125 
3512,30 ,1125 
3513,30 ,365 
3514,30 ,1125 
3515,30 ,365 
3516,30 ,365 
3517,2 ,1125 
3518,30 ,365 
3519,3 ,90 
3520,7 ,60 
3521,30 ,1125 
3522,1 ,1125 
3523,3 ,365 
3524,3 ,1125 
3525,6 ,40 
3526,4 ,1125 
3527,30 ,1125 
3528,30 ,365 
3529,1 ,1125 
3530,30 ,1125 
3531,30 ,1125 
3532,2 ,1 
3533,6 ,8 
3534,30 ,180 
3535,30 ,1125 
3536,30 ,1125 
3537,30 ,1125 
3538,30 ,1125 
3539,5 ,1 
3540,30 ,1125 
3541,2 ,1125 
3542,1 ,1125 
3543,2 ,1125 
3544,2 ,1125 
3545,30 ,90 
3546,30 ,1125 
3547,30 ,1125 
3548,30 ,1125 
3549,30 ,65 
3550,30 ,1125 
3551,30 ,60 
3552,30 ,1125 
3553,30 ,1125 
3554,2 ,14 
3555,30 ,365 
3556,30 ,1125 
3557,1 ,1125 
3558,2 ,1125 
3559,30 ,1125 
3560,10 ,67 
3561,31 ,1125 
3562,1 ,1125 
3563,30 ,1125 
3564,30 ,31 
3565,30 ,1125 
3566,30 ,185 
3567,3 ,1125 
3568,30 ,1125 
3569,14 ,62 
3570,1 ,20 
3571,1 ,1125 
3572,31 ,31 
3573,3 ,1125 
3574,1 ,1125 
3575,30 ,1125 
3576,1 ,1125 
3577,30 ,1125 
3578,30 ,360 
3579,30 ,1125 
3580,30 ,45 
3581,30 ,1125 
3582,1 ,1125 
3583,2 ,30 
3584,30 ,60 
3585,2 ,1125 
3586,1 ,29 
3587,3 ,28 
3588,2 ,1125 
3589,30 ,1125 
3590,1 ,30 
3591,30 ,1125 
3592,2 ,1125 
3593,90 ,1000 
3594,30 ,1125 
3595,31 ,1125 
3596,30 ,1125 
3597,30 ,1125 
3598,30 ,1125 
3599,30 ,1125 
3600,5 ,1125 
3601,3 ,1125 
3602,2 ,1125 
3603,30 ,1125 
3604,30 ,1125 
3605,1 ,365 
3606,30 ,1125 
3607,2 ,1125 
3608,3 ,1125 
3609,30 ,90 
3610,3 ,25 
3611,30 ,45 
3612,30 ,360 
3613,265 ,1124 
3614,30 ,1125 
3615,60 ,90 
3616,30 ,365 
3617,30 ,90 
3618,6 ,365 
3619,22 ,255 
3620,1 ,365 
3621,30 ,1125 
3622,3 ,1125 
3623,2 ,14 
3624,30 ,1125 
3625,30 ,1125 
3626,30 ,1125 
3627,1 ,1125 
3628,2 ,365 
3629,1 ,1125 
3630,1 ,999 
3631,1 ,1125 
3632,30 ,1125 
3633,1 ,1125 
3634,30 ,1125 
3635,30 ,190 
3636,30 ,1125 
3637,3 ,1125 
3638,3 ,1125 
3639,1 ,1125 
3640,16 ,365 
3641,30 ,367 
3642,30 ,1125 
3643,7 ,90 
3644,3 ,1125 
3645,2 ,8 
3646,2 ,29 
3647,7 ,1125 
3648,3 ,1125 
3649,30 ,1125 
3650,30 ,1125 
3651,1 ,1125 
3652,4 ,1125 
3653,90 ,365 
3654,1 ,21 
3655,2 ,1125 
3656,1 ,28 
3657,30 ,1125 
3658,1 ,1125 
3659,30 ,1125 
3660,30 ,1125 
3661,30 ,1125 
3662,3 ,1125 
3663,6 ,1125 
3664,5 ,1125 
3665,2 ,1125 
3666,14 ,30 
3667,2 ,365 
3668,90 ,1000 
3669,2 ,29 
3670,30 ,30 
3671,30 ,30 
3672,35 ,1125 
3673,30 ,1125 
3674,1 ,365 
3675,1 ,1125 
3676,30 ,1125 
3677,30 ,1125 
3678,3 ,1125 
3679,30 ,1125 
3680,6 ,1125 
3681,30 ,1125 
3682,30 ,1125 
3683,30 ,1125 
3684,1 ,10 
3685,30 ,300 
3686,3 ,1125 
3687,2 ,1125 
3688,1 ,365 
3689,3 ,29 
3690,30 ,1125 
3691,1 ,1125 
3692,5 ,32 
3693,2 ,1125 
3694,2 ,365 
3695,30 ,90 
3696,5 ,31 
3697,2 ,8 
3698,30 ,70 
3699,30 ,1125 
3700,2 ,1125 
3701,1 ,28 
3702,30 ,1125 
3703,3 ,1125 
3704,1 ,15 
3705,30 ,1125 
3706,5 ,1125 
3707,11 ,97 
3708,120 ,1125 
3709,2 ,1125 
3710,60 ,200 
3711,1 ,1125 
3712,3 ,28 
3713,30 ,1125 
3714,30 ,1125 
3715,30 ,1125 
3716,2 ,1125 
3717,2 ,1125 
3718,30 ,365 
3719,30 ,1125 
3720,90 ,1000 
3721,30 ,1125 
3722,30 ,1125 
3723,30 ,1125 
3724,30 ,1125 
3725,30 ,45 
3726,1 ,28 
3727,4 ,1125 
3728,1 ,1125 
3729,2 ,10 
3730,1 ,1125 
3731,4 ,1125 
3732,1 ,1125 
3733,30 ,1125 
3734,6 ,1125 
3735,1 ,1125 
3736,1 ,28 
3737,30 ,1125 
3738,1 ,365 
3739,1 ,1125 
3740,60 ,1125 
3741,2 ,1125 
3742,1 ,60 
3743,30 ,1125 
3744,11 ,30 
3745,21 ,365 
3746,15 ,1125 
3747,30 ,30 
3748,30 ,1125 
3749,1 ,1125 
3750,30 ,1125 
3751,30 ,365 
3752,30 ,31 
3753,30 ,1125 
3754,1 ,28 
3755,2 ,31 
3756,30 ,365 
3757,3 ,28 
3758,5 ,45 
3759,30 ,30 
3760,30 ,365 
3761,30 ,1125 
3762,1 ,1125 
3763,3 ,365 
3764,30 ,30 
3765,1 ,365 
3766,90 ,365 
3767,3 ,1125 
3768,2 ,365 
3769,5 ,30 
3770,30 ,1125 
3771,30 ,1125 
3772,4 ,1125 
3773,2 ,1125 
3774,3 ,1125 
3775,30 ,1125 
3776,30 ,1125 
3777,31 ,1125 
3778,30 ,1125 
3779,2 ,1125 
3780,30 ,40 
3781,30 ,1125 
3782,30 ,180 
3783,30 ,365 
3784,30 ,30 
3785,30 ,1125 
3786,1 ,1125 
3787,2 ,1125 
3788,30 ,1125 
3789,1 ,1125 
3790,2 ,1125 
3791,1 ,1125 
3792,1 ,30 
3793,3 ,30 
3794,5 ,1125 
3795,5 ,30 
3796,30 ,40 
3797,3 ,60 
3798,1 ,1125 
3799,31 ,1125 
3800,1 ,1125 
3801,30 ,1125 
3802,30 ,1125 
3803,30 ,30 
3804,6 ,1125 
3805,2 ,1125 
3806,2 ,1125 
3807,3 ,1125 
3808,14 ,1125 
3809,30 ,1125 
3810,30 ,1125 
3811,30 ,1125 
3812,2 ,1125 
3813,2 ,29 
3814,4 ,1125 
3815,1 ,7 
3816,2 ,160 
3817,30 ,1125 
3818,1 ,60 
3819,5 ,1125 
3820,1 ,1125 
3821,5 ,30 
3822,30 ,90 
3823,4 ,1125 
3824,30 ,1125 
3825,730 ,1125 
3826,30 ,1125 
3827,2 ,21 
3828,30 ,1125 
3829,2 ,1125 
3830,2 ,1125 
3831,7 ,1125 
3832,1 ,365 
3833,5 ,365 
3834,27 ,1125 
3835,1 ,1125 
3836,30 ,1125 
3837,1 ,1125 
3838,30 ,30 
3839,30 ,1125 
3840,1 ,14 
3841,30 ,1125 
3842,3 ,1125 
3843,2 ,1125 
3844,1 ,1125 
3845,2 ,1125 
3846,3 ,12 
3847,30 ,1125 
3848,7 ,30 
3849,30 ,1125 
3850,30 ,1125 
3851,30 ,1125 
3852,5 ,14 
3853,30 ,360 
3854,1 ,1125 
3855,2 ,1125 
3856,1 ,365 
3857,1 ,1125 
3858,3 ,30 
3859,30 ,1125 
3860,5 ,120 
3861,30 ,45 
3862,2 ,1125 
3863,1 ,1125 
3864,30 ,120 
3865,30 ,1123 
3866,30 ,1125 
3867,1 ,1125 
3868,30 ,31 
3869,1 ,1125 
3870,30 ,1125 
3871,30 ,1125 
3872,30 ,1125 
3873,2 ,180 
3874,3 ,60 
3875,30 ,80 
3876,30 ,1125 
3877,2 ,1125 
3878,30 ,1125 
3879,3 ,1125 
3880,30 ,1125 
3881,30 ,1125 
3882,5 ,1125 
3883,30 ,1125 
3884,30 ,1125 
3885,30 ,1125 
3886,30 ,1125 
3887,28 ,360 
3888,7 ,1125 
3889,1 ,28 
3890,3 ,1125 
3891,2 ,90 
3892,27 ,1125 
3893,30 ,1125 
3894,15 ,365 
3895,1 ,1125 
3896,4 ,5 
3897,30 ,1125 
3898,30 ,1125 
3899,2 ,1125 
3900,30 ,1125 
3901,30 ,1125 
3902,1 ,365 
3903,3 ,14 
3904,1 ,25 
3905,2 ,1125 
3906,31 ,1125 
3907,5 ,37 
3908,30 ,180 
3909,30 ,1125 
3910,1 ,1125 
3911,3 ,365 
3912,3 ,1125 
3913,30 ,1125 
3914,4 ,20 
3915,31 ,1125 
3916,120 ,120 
3917,2 ,1125 
3918,3 ,1125 
3919,60 ,1125 
3920,30 ,1125 
3921,5 ,90 
3922,3 ,1125 
3923,30 ,1125 
3924,1 ,15 
3925,5 ,1125 
3926,30 ,1124 
3927,1 ,1 
3928,3 ,1125 
3929,1 ,1125 
3930,2 ,30 
3931,1 ,1125 
3932,30 ,1125 
3933,2 ,30 
3934,2 ,1125 
3935,2 ,365 
3936,2 ,1125 
3937,1 ,1125 
3938,30 ,1125 
3939,2 ,1125 
3940,39 ,47 
3941,30 ,30 
3942,21 ,1125 
3943,30 ,365 
3944,2 ,365 
3945,30 ,1125 
3946,30 ,60 
3947,30 ,1125 
3948,1 ,365 
3949,30 ,1125 
3950,3 ,1125 
3951,30 ,1125 
3952,1 ,28 
3953,30 ,1125 
3954,30 ,1125 
3955,2 ,1125 
3956,30 ,1125 
3957,5 ,1125 
3958,30 ,365 
3959,1 ,1125 
3960,2 ,27 
3961,30 ,1125 
3962,30 ,365 
3963,30 ,1125 
3964,30 ,365 
3965,3 ,1125 
3966,31 ,1125 
3967,5 ,1125 
3968,30 ,1125 
3969,30 ,1125 
3970,1 ,1125 
3971,2 ,1125 
3972,180 ,1125 
3973,30 ,1125 
3974,30 ,365 
3975,1 ,1125 
3976,3 ,1125 
3977,30 ,1125 
3978,30 ,1125 
3979,2 ,1125 
3980,30 ,31 
3981,1 ,365 
3982,30 ,30 
3983,2 ,10 
3984,30 ,1125 
3985,30 ,1125 
3986,13 ,1125 
3987,730 ,1125 
3988,30 ,1125 
3989,30 ,1125 
3990,30 ,1125 
3991,30 ,1125 
3992,2 ,365 
3993,30 ,1125 
3994,30 ,1125 
3995,1 ,1125 
3996,30 ,1125 
3997,30 ,30 
3998,1 ,1125 
3999,1 ,1125 
4000,2 ,1125 
4001,4 ,30 
4002,30 ,30 
4003,7 ,365 
4004,50 ,768 
4005,30 ,30 
4006,31 ,365 
4007,2 ,365 
4008,30 ,1125 
4009,2 ,8 
4010,30 ,62 
4011,30 ,90 
4012,30 ,1125 
4013,30 ,1125 
4014,30 ,1125 
4015,90 ,1000 
4016,4 ,1125 
4017,3 ,1125 
4018,30 ,1125 
4019,30 ,365 
4020,7 ,1125 
4021,27 ,1125 
4022,30 ,1125 
4023,30 ,1125 
4024,3 ,356 
4025,3 ,1125 
4026,30 ,1125 
4027,32 ,365 
4028,1 ,180 
4029,10 ,1125 
4030,30 ,1125 
4031,30 ,1125 
4032,90 ,1000 
4033,1 ,1125 
