availability_id,has_availability,availability_30,availability_60,availability_90,availability_365
2535,t,10,13,36,36
2536,t,6,17,38,123
2537,f,0,0,0,0
2538,t,0,0,0,0
2539,t,0,1,30,303
2540,f,0,0,0,0
2541,f,0,0,0,0
2542,t,0,0,0,0
2543,t,10,10,10,247
2544,t,26,55,84,359
2545,f,0,0,0,0
2546,t,15,36,66,66
2547,t,0,0,0,0
2548,t,0,0,0,0
2549,t,7,12,27,283
2550,t,15,45,75,75
2551,t,0,0,0,0
2552,t,0,15,15,181
2553,f,0,0,0,0
2554,t,0,14,44,134
2555,t,0,0,8,252
2556,t,0,0,0,258
2557,t,0,25,25,25
2558,t,12,20,39,314
2559,t,2,4,12,254
2560,t,12,15,28,300
2561,t,30,60,90,365
2562,f,0,0,0,0
2563,t,0,0,0,0
2564,t,0,19,49,49
2565,t,2,32,62,152
2566,t,0,0,0,254
2567,t,21,51,81,356
2568,t,7,10,35,68
2569,t,5,35,65,340
2570,t,0,0,0,0
2571,f,0,0,0,0
2572,t,0,0,0,0
2573,t,3,12,33,137
2574,t,0,0,90,365
2575,t,7,37,67,67
2576,t,0,0,0,0
2577,t,12,37,58,143
2578,t,5,35,65,340
2579,f,0,0,0,0
2580,t,30,60,90,365
2581,t,0,0,0,0
2582,t,0,0,0,69
2583,t,0,0,0,0
2584,t,0,5,35,35
2585,t,30,54,82,172
2586,t,27,57,87,87
2587,f,0,0,0,0
2588,t,4,4,6,87
2589,t,21,51,77,352
2590,t,19,49,79,169
2591,t,0,0,0,0
2592,f,0,0,0,0
2593,t,27,57,87,350
2594,t,12,32,62,152
2595,t,6,17,47,311
2596,t,14,18,37,129
2597,t,0,0,0,0
2598,t,13,43,73,73
2599,f,0,0,0,0
2600,t,22,52,82,82
2601,t,6,36,66,301
2602,t,0,4,4,41
2603,t,0,0,0,0
2604,t,0,0,0,0
2605,t,0,0,0,0
2606,t,8,23,53,328
2607,t,15,32,54,54
2608,f,0,0,0,0
2609,t,0,15,45,135
2610,t,0,0,0,0
2611,t,5,22,22,22
2612,f,0,0,0,0
2613,t,3,12,26,83
2614,t,0,0,0,0
2615,t,0,17,47,322
2616,t,9,15,38,38
2617,t,2,4,34,171
2618,t,22,51,81,356
2619,t,0,0,4,23
2620,t,0,0,0,0
2621,f,0,0,0,0
2622,t,0,0,0,0
2623,t,30,60,90,297
2624,t,1,10,33,114
2625,t,6,9,39,314
2626,t,30,60,90,180
2627,t,0,0,0,30
2628,t,0,0,0,0
2629,t,0,0,0,0
2630,t,0,0,0,68
2631,t,0,9,18,219
2632,t,3,5,10,285
2633,t,0,0,0,0
2634,f,0,0,0,0
2635,t,8,19,48,140
2636,f,0,0,0,0
2637,t,0,0,0,0
2638,t,8,38,68,343
2639,t,0,0,0,0
2640,t,0,0,0,0
2641,t,2,17,36,299
2642,t,0,0,5,280
2643,t,0,0,0,153
2644,t,5,5,5,5
2645,t,0,10,35,298
2646,f,0,0,0,0
2647,f,0,0,0,0
2648,t,10,33,60,331
2649,f,0,0,0,0
2650,f,0,0,0,0
2651,t,0,7,37,126
2652,t,0,0,0,0
2653,f,0,0,0,0
2654,t,3,8,38,313
2655,t,0,8,22,76
2656,t,0,0,0,0
2657,f,0,0,0,0
2658,t,0,4,8,63
2659,f,0,0,0,0
2660,t,13,43,73,246
2661,t,0,0,0,0
2662,f,0,0,0,0
2663,t,5,21,51,51
2664,t,3,12,35,35
2665,t,0,3,33,308
2666,f,0,0,0,0
2667,t,14,41,71,335
2668,t,0,0,0,0
2669,t,11,41,71,346
2670,t,10,37,65,334
2671,t,2,2,2,166
2672,t,0,0,0,0
2673,t,0,0,0,0
2674,t,0,3,28,58
2675,t,11,24,49,305
2676,t,0,19,48,48
2677,t,0,0,0,0
2678,f,0,0,0,0
2679,t,30,60,90,179
2680,t,0,0,0,256
2681,t,9,22,41,118
2682,t,0,6,10,10
2683,t,0,4,7,7
2684,t,14,36,66,341
2685,t,0,0,0,0
2686,t,7,34,56,264
2687,t,4,4,4,176
2688,t,6,35,65,340
2689,t,5,31,61,322
2690,f,0,0,0,0
2691,t,20,37,67,331
2692,t,27,57,87,319
2693,t,25,55,85,360
2694,f,0,0,0,0
2695,t,0,0,0,0
2696,f,0,0,0,0
2697,t,0,30,60,335
2698,t,0,0,0,0
2699,t,27,56,84,169
2700,t,2,10,20,227
2701,t,5,15,33,308
2702,t,1,7,29,279
2703,t,29,59,89,179
2704,t,0,3,33,123
2705,t,3,33,63,333
2706,t,0,0,0,249
2707,t,30,60,90,365
2708,t,0,0,24,299
2709,t,5,19,49,51
2710,t,4,21,33,58
2711,t,14,21,33,42
2712,f,0,0,0,0
2713,t,0,0,0,96
2714,f,0,0,0,0
2715,t,0,0,0,0
2716,t,13,41,71,346
2717,t,3,13,43,43
2718,t,0,0,0,0
2719,t,0,0,0,0
2720,t,19,48,78,134
2721,t,5,20,50,140
2722,t,0,25,46,46
2723,t,11,37,65,155
2724,t,0,0,0,0
2725,t,8,28,58,333
2726,t,5,8,27,65
2727,t,30,60,89,89
2728,f,0,0,0,0
2729,t,0,0,0,0
2730,t,0,0,0,0
2731,t,0,0,0,0
2732,t,2,7,19,229
2733,t,0,0,0,0
2734,t,4,8,24,24
2735,t,0,0,0,0
2736,t,0,0,0,0
2737,t,0,0,0,0
2738,t,29,59,89,179
2739,t,0,5,35,64
2740,t,11,14,44,319
2741,t,0,0,0,0
2742,t,0,0,0,142
2743,t,15,45,75,75
2744,t,3,18,48,323
2745,t,30,57,9,9
2746,t,16,38,38,38
2747,t,0,0,0,249
2748,t,7,16,32,285
2749,t,0,0,13,103
2750,t,29,59,89,89
2751,t,0,0,0,0
2752,t,0,0,0,0
2753,f,0,0,0,0
2754,f,0,0,0,0
2755,t,2,3,6,237
2756,t,1,2,2,49
2757,t,1,13,34,200
2758,t,0,4,34,309
2759,f,0,0,0,0
2760,t,0,0,0,0
2761,f,0,0,0,0
2762,t,30,60,90,365
2763,f,0,0,0,0
2764,t,0,0,0,0
2765,t,3,5,5,254
2766,f,0,0,0,0
2767,f,0,0,0,0
2768,t,0,0,0,0
2769,t,0,5,35,310
2770,t,0,0,0,0
2771,f,0,0,0,0
2772,t,0,0,5,280
2773,t,4,4,4,276
2774,t,20,50,80,106
2775,t,0,0,0,218
2776,t,0,0,0,0
2777,t,0,0,0,124
2778,t,0,0,0,0
2779,t,0,0,0,0
2780,t,28,58,88,88
2781,f,0,0,0,0
2782,t,3,23,53,143
2783,t,30,47,77,167
2784,t,14,20,50,325
2785,t,9,31,61,74
2786,t,0,0,6,6
2787,t,23,53,83,358
2788,t,26,56,86,361
2789,f,0,0,0,0
2790,t,3,23,53,143
2791,t,12,42,72,347
2792,f,0,0,0,0
2793,t,6,36,66,341
2794,t,0,0,0,0
2795,t,30,5,5,5
2796,f,0,0,0,0
2797,t,4,7,17,86
2798,t,2,5,20,136
2799,t,2,2,2,2
2800,t,12,37,67,67
2801,t,0,0,0,250
2802,t,0,3,18,167
2803,t,2,2,2,2
2804,f,0,0,0,0
2805,t,4,10,21,101
2806,t,0,0,1,160
2807,t,0,0,0,270
2808,f,0,0,0,0
2809,t,0,0,5,95
2810,t,8,21,44,319
2811,f,0,0,0,0
2812,t,7,7,12,287
2813,t,0,0,0,0
2814,t,0,0,0,16
2815,t,0,0,0,0
2816,t,21,47,77,167
2817,t,0,0,0,0
2818,t,1,1,26,249
2819,t,5,26,55,55
2820,t,23,53,83,358
2821,t,30,60,90,365
2822,t,27,51,81,356
2823,f,0,0,0,0
2824,t,0,0,0,135
2825,t,0,0,0,0
2826,t,2,8,29,297
2827,f,0,0,0,0
2828,t,0,0,5,280
2829,t,17,47,77,257
2830,t,0,0,0,1
2831,t,0,0,0,69
2832,t,19,49,79,353
2833,t,9,15,45,320
2834,t,0,0,0,0
2835,t,20,44,71,346
2836,t,3,3,3,3
2837,t,9,11,19,19
2838,f,0,0,0,0
2839,t,5,13,24,282
2840,t,1,1,6,6
2841,t,7,7,10,10
2842,t,0,0,0,0
2843,t,0,0,0,0
2844,t,0,0,0,0
2845,f,0,0,0,0
2846,t,0,1,2,67
2847,t,17,17,39,314
2848,t,6,6,6,192
2849,t,0,0,0,0
2850,t,4,21,21,85
2851,t,29,59,89,364
2852,f,0,0,0,0
2853,t,18,48,78,353
2854,t,0,0,0,0
2855,t,7,7,7,7
2856,t,0,0,20,294
2857,t,6,26,56,325
2858,f,0,0,0,0
2859,t,20,50,80,355
2860,f,0,0,0,0
2861,t,27,57,87,362
2862,t,2,6,23,277
2863,t,0,0,0,264
2864,t,0,0,0,0
2865,t,0,0,0,122
2866,t,4,5,5,275
2867,t,30,3,90,2
2868,t,0,0,0,186
2869,f,0,0,0,0
2870,t,9,16,16,84
2871,t,0,0,0,250
2872,f,0,0,0,0
2873,t,3,19,49,315
2874,t,10,10,15,105
2875,f,0,0,0,0
2876,t,0,0,0,0
2877,t,3,7,19,272
2878,f,0,0,0,0
2879,t,6,13,39,39
2880,t,0,0,0,0
2881,t,0,0,0,0
2882,t,5,35,65,155
2883,t,0,0,0,267
2884,t,6,11,30,205
2885,t,6,21,46,110
2886,t,0,0,0,0
2887,t,21,32,62,62
2888,f,0,0,0,0
2889,t,0,0,0,97
2890,t,10,16,32,288
2891,t,0,22,52,81
2892,t,6,36,66,66
2893,t,1,1,1,1
2894,t,8,17,43,59
2895,t,27,57,87,267
2896,t,15,35,65,65
2897,t,0,0,0,0
2898,f,0,0,0,0
2899,f,0,0,0,0
2900,f,0,0,0,0
2901,t,3,6,18,261
2902,t,2,8,17,272
2903,t,3,9,13,189
2904,t,0,6,6,129
2905,t,0,0,0,0
2906,t,7,12,42,268
2907,t,16,46,76,76
2908,t,0,0,0,0
2909,f,0,0,0,0
2910,t,8,38,68,94
2911,t,6,36,66,341
2912,t,5,21,47,47
2913,t,0,0,0,0
2914,t,0,0,0,0
2915,t,0,0,0,0
2916,t,2,24,54,54
2917,t,26,39,39,280
2918,f,0,0,0,0
2919,f,0,0,0,0
2920,t,0,1,30,73
2921,t,18,48,78,353
2922,f,0,0,0,0
2923,t,6,36,66,341
2924,t,30,60,90,365
2925,f,0,0,0,0
2926,t,0,6,33,63
2927,t,5,19,32,285
2928,f,0,0,0,0
2929,t,1,1,1,1
2930,t,5,5,22,112
2931,t,7,37,67,67
2932,t,19,49,79,354
2933,t,0,3,33,308
2934,t,10,30,56,314
2935,f,0,0,0,0
2936,t,4,4,4,4
2937,t,6,13,39,39
2938,f,0,0,0,0
2939,t,20,44,74,98
2940,t,0,0,0,0
2941,f,0,0,0,0
2942,t,0,0,0,0
2943,t,0,0,0,68
2944,t,8,38,68,343
2945,t,19,49,79,224
2946,t,11,41,65,340
2947,t,0,0,0,0
2948,t,5,14,41,302
2949,f,0,0,0,0
2950,f,0,0,0,0
2951,t,23,53,83,358
2952,t,30,59,89,364
2953,t,30,10,10,10
2954,t,0,0,0,0
2955,t,2,2,2,251
2956,t,19,49,79,353
2957,t,0,0,0,0
2958,t,16,46,76,346
2959,f,0,0,0,0
2960,t,16,37,67,342
2961,t,1,30,60,335
2962,t,0,0,0,0
2963,f,0,0,0,0
2964,t,22,43,43,249
2965,t,2,3,3,3
2966,t,1,5,34,210
2967,t,0,0,0,0
2968,t,7,37,67,67
2969,t,8,11,11,11
2970,t,0,0,0,0
2971,f,0,0,0,0
2972,t,30,60,90,180
2973,t,0,0,0,257
2974,t,0,0,0,0
2975,t,0,0,0,0
2976,t,7,37,67,342
2977,f,0,0,0,0
2978,t,21,51,81,356
2979,t,0,0,0,0
2980,t,0,0,5,280
2981,t,5,24,53,143
2982,t,3,14,44,319
2983,t,2,23,53,53
2984,t,0,0,0,0
2985,t,3,21,51,303
2986,t,2,2,2,2
2987,t,0,5,9,168
2988,t,20,50,80,170
2989,t,6,36,66,341
2990,t,0,0,0,0
2991,t,0,0,0,0
2992,t,0,0,0,0
2993,f,0,0,0,0
2994,t,0,0,0,132
2995,t,15,44,74,349
2996,t,7,32,32,32
2997,t,21,46,76,166
2998,t,6,21,51,317
2999,t,0,0,0,0
3000,t,0,0,0,0
3001,t,15,20,50,325
3002,t,28,58,88,363
3003,t,0,0,0,0
3004,f,0,0,0,0
3005,f,0,0,0,0
3006,t,7,12,13,13
3007,t,5,13,22,268
3008,t,30,60,90,365
3009,t,7,37,67,342
3010,t,1,3,8,147
3011,t,0,0,0,0
3012,t,20,50,80,355
3013,t,2,3,7,75
3014,t,0,0,0,249
3015,t,16,41,41,290
3016,t,4,4,18,18
3017,f,0,0,0,0
3018,f,0,0,0,0
3019,t,0,0,0,0
3020,t,11,17,39,62
3021,t,0,18,48,138
3022,t,23,50,80,80
3023,f,0,0,0,0
3024,t,0,1,1,1
3025,t,7,18,36,295
3026,t,0,0,0,0
3027,t,0,0,0,0
3028,t,27,57,80,317
3029,t,0,0,0,0
3030,t,14,44,74,349
3031,f,0,0,0,0
3032,t,6,24,54,329
3033,t,2,9,32,307
3034,t,0,0,0,132
3035,f,0,0,0,0
3036,t,10,40,70,70
3037,t,0,25,49,308
3038,t,0,20,50,140
3039,t,15,44,74,344
3040,t,0,0,0,0
3041,f,0,0,0,0
3042,t,0,0,0,0
3043,t,29,59,89,269
3044,f,0,0,0,0
3045,t,0,0,0,221
3046,t,0,7,37,312
3047,t,0,0,0,0
3048,t,15,15,15,41
3049,f,0,0,0,0
3050,f,0,0,0,0
3051,t,3,23,45,124
3052,t,30,10,10,365
3053,t,4,34,64,64
3054,t,3,3,12,26
3055,t,23,53,83,358
3056,t,11,11,11,11
3057,t,0,0,0,0
3058,t,10,40,70,160
3059,t,9,9,38,244
3060,t,1,16,21,296
3061,t,0,0,0,0
3062,t,0,6,36,311
3063,t,0,0,0,0
3064,t,0,0,0,0
3065,t,0,0,0,130
3066,t,0,0,0,0
3067,t,0,30,60,60
3068,f,0,0,0,0
3069,f,0,0,0,0
3070,t,9,15,45,320
3071,f,0,0,0,0
3072,t,24,54,84,229
3073,f,0,0,0,0
3074,t,0,0,4,215
3075,t,7,26,56,325
3076,f,0,0,0,0
3077,t,0,0,15,290
3078,f,0,0,0,0
3079,t,14,44,74,349
3080,t,12,42,72,72
3081,t,2,2,5,64
3082,t,1,6,15,260
3083,t,0,21,51,326
3084,t,0,0,0,0
3085,t,0,0,5,71
3086,t,30,0,0,365
3087,t,0,6,35,35
3088,t,0,0,0,0
3089,t,0,0,0,0
3090,t,0,0,0,0
3091,t,20,50,79,79
3092,t,0,0,0,0
3093,t,30,60,90,90
3094,t,0,0,5,154
3095,t,0,21,36,306
3096,t,10,25,31,31
3097,t,2,32,62,337
3098,t,8,12,12,233
3099,t,5,8,25,94
3100,t,9,17,45,309
3101,t,3,5,7,193
3102,t,7,32,37,127
3103,f,0,0,0,0
3104,t,0,0,0,0
3105,t,0,0,0,0
3106,t,0,0,0,0
3107,t,29,59,89,364
3108,t,30,6,36,66
3109,t,0,0,5,95
3110,t,0,0,0,0
3111,t,19,26,26,64
3112,t,4,5,5,5
3113,t,16,34,50,148
3114,f,0,0,0,0
3115,f,0,0,0,0
3116,t,5,29,59,334
3117,t,0,0,0,0
3118,f,0,0,0,0
3119,t,30,4,35,4
3120,f,0,0,0,0
3121,t,0,0,0,0
3122,f,0,0,0,0
3123,t,12,42,72,72
3124,t,0,0,0,0
3125,t,10,28,28,182
3126,f,0,0,0,0
3127,f,0,0,0,0
3128,t,0,5,35,310
3129,f,0,0,0,0
3130,t,1,29,59,149
3131,t,17,47,77,352
3132,t,30,60,90,365
3133,t,0,6,36,311
3134,t,0,0,5,5
3135,t,0,0,0,0
3136,t,16,46,76,351
3137,t,0,0,0,0
3138,t,7,35,65,340
3139,f,0,0,0,0
3140,t,2,21,39,109
3141,t,14,14,14,68
3142,t,23,53,83,358
3143,t,3,15,45,320
3144,t,0,0,7,7
3145,t,1,10,23,23
3146,t,0,6,36,311
3147,t,2,6,6,69
3148,t,0,0,0,0
3149,t,8,16,40,40
3150,t,6,9,35,293
3151,t,19,43,61,326
3152,t,30,60,90,365
3153,t,25,55,85,111
3154,t,0,0,0,0
3155,t,0,0,0,0
3156,t,0,0,0,250
3157,f,0,0,0,0
3158,t,21,51,81,356
3159,t,17,47,64,136
3160,t,0,0,11,222
3161,t,3,33,63,338
3162,t,0,16,46,314
3163,t,15,45,75,75
3164,t,0,0,0,249
3165,t,1,1,8,126
3166,t,0,0,0,0
3167,t,0,0,0,168
3168,t,0,21,21,21
3169,f,0,0,0,0
3170,t,8,26,56,84
3171,t,0,0,0,0
3172,t,7,32,32,32
3173,t,5,14,39,283
3174,t,30,26,30,30
3175,f,0,0,0,0
3176,t,26,56,86,361
3177,t,27,57,87,87
3178,t,23,53,83,358
3179,t,0,0,0,0
3180,t,0,0,0,0
3181,t,7,37,67,342
3182,t,0,0,0,0
3183,f,0,0,0,0
3184,t,7,25,26,240
3185,t,0,0,0,0
3186,t,0,0,0,270
3187,t,30,37,37,365
3188,t,7,7,7,7
3189,t,0,0,0,0
3190,t,0,0,0,274
3191,t,0,0,0,0
3192,f,0,0,0,0
3193,t,5,10,22,212
3194,t,30,60,90,365
3195,t,10,12,36,177
3196,t,30,60,90,365
3197,f,0,0,0,0
3198,t,0,0,0,0
3199,t,3,14,29,294
3200,t,0,0,0,0
3201,f,0,0,0,0
3202,t,23,53,83,358
3203,t,22,28,58,333
3204,t,15,45,75,165
3205,f,0,0,0,0
3206,t,0,0,0,0
3207,t,0,27,57,147
3208,t,0,0,0,0
3209,t,0,8,38,313
3210,t,13,43,73,73
3211,t,0,0,16,16
3212,t,11,41,71,161
3213,t,0,0,5,280
3214,t,14,34,64,339
3215,f,0,0,0,0
3216,t,15,35,61,334
3217,t,4,13,33,304
3218,t,16,46,76,346
3219,t,13,32,58,314
3220,t,2,11,27,257
3221,t,0,0,0,218
3222,t,0,0,20,277
3223,t,7,37,61,279
3224,t,13,43,73,73
3225,t,5,9,33,295
3226,t,7,23,53,53
3227,t,27,28,28,277
3228,t,12,37,62,62
3229,t,27,57,87,362
3230,t,0,0,0,0
3231,t,10,16,42,252
3232,t,7,34,64,154
3233,t,7,10,10,10
3234,t,1,6,36,311
3235,t,0,0,0,0
3236,t,30,60,90,365
3237,t,1,1,1,250
3238,t,1,10,24,299
3239,f,0,0,0,0
3240,t,0,2,2,16
3241,f,0,0,0,0
3242,f,0,0,0,0
3243,t,30,60,1,5
3244,t,0,5,35,35
3245,f,0,0,0,0
3246,f,0,0,0,0
3247,t,20,49,79,354
3248,t,30,60,90,365
3249,t,0,0,0,190
3250,t,1,1,1,1
3251,t,30,30,30,365
3252,t,0,0,0,97
3253,t,0,0,0,54
3254,t,2,7,30,208
3255,t,0,0,0,68
3256,t,0,0,0,0
3257,t,30,60,90,365
3258,t,22,52,82,357
3259,t,0,0,0,3
3260,f,0,0,0,0
3261,t,0,0,0,219
3262,t,23,50,80,355
3263,t,0,0,0,3
3264,t,0,0,0,0
3265,t,0,0,0,7
3266,t,0,0,0,0
3267,t,18,41,55,310
3268,t,16,16,16,265
3269,t,0,0,0,265
3270,t,19,49,79,104
3271,t,0,0,0,107
3272,f,0,0,0,0
3273,f,0,0,0,0
3274,t,0,0,0,0
3275,t,0,0,0,0
3276,t,0,0,0,0
3277,t,0,0,0,0
3278,f,0,0,0,0
3279,t,0,0,0,0
3280,t,13,43,72,72
3281,t,0,0,0,0
3282,t,0,0,0,262
3283,t,13,43,73,348
3284,t,25,55,85,358
3285,t,3,9,39,39
3286,t,5,6,13,265
3287,f,0,0,0,0
3288,f,0,0,0,0
3289,f,0,0,0,0
3290,t,0,0,0,0
3291,t,7,7,35,35
3292,t,0,0,0,219
3293,t,30,60,90,90
3294,t,0,0,0,23
3295,t,0,0,0,0
3296,t,0,0,0,0
3297,t,30,60,90,365
3298,t,0,0,23,298
3299,f,0,0,0,0
3300,t,10,33,63,153
3301,t,0,0,0,0
3302,t,11,23,34,103
3303,t,6,17,38,173
3304,f,0,0,0,0
3305,t,4,9,27,94
3306,t,0,0,0,0
3307,t,3,24,54,312
3308,t,10,16,39,282
3309,t,0,0,0,64
3310,t,30,60,7,168
3311,t,3,7,30,305
3312,t,0,0,0,68
3313,f,0,0,0,0
3314,t,0,0,0,0
3315,t,1,1,1,63
3316,t,29,59,89,364
3317,t,23,53,83,358
3318,f,0,0,0,0
3319,t,0,0,0,191
3320,t,4,5,11,266
3321,t,3,3,3,3
3322,t,0,0,0,0
3323,f,0,0,0,0
3324,t,6,36,66,66
3325,t,1,31,61,336
3326,t,0,0,0,0
3327,t,0,0,0,229
3328,t,17,44,68,338
3329,t,28,58,88,363
3330,t,0,0,0,0
3331,t,0,0,0,0
3332,t,8,38,68,68
3333,t,4,10,31,287
3334,t,0,0,0,0
3335,t,1,1,1,1
3336,t,13,34,44,292
3337,t,26,56,86,361
3338,t,0,0,0,0
3339,f,0,0,0,0
3340,t,15,15,15,264
3341,t,0,0,0,0
3342,t,29,59,89,359
3343,t,0,0,0,0
3344,t,0,0,22,50
3345,t,0,0,0,0
3346,t,23,53,83,358
3347,t,0,0,0,0
3348,t,0,0,0,0
3349,t,21,31,59,233
3350,t,11,34,64,332
3351,t,30,60,90,175
3352,t,1,1,8,8
3353,f,0,0,0,0
3354,t,16,23,52,137
3355,t,6,36,66,92
3356,t,4,4,7,216
3357,t,0,0,0,0
3358,f,0,0,0,0
3359,t,0,0,0,17
3360,f,0,0,0,0
3361,t,1,31,61,336
3362,t,0,0,0,0
3363,t,0,0,0,33
3364,t,3,4,27,296
3365,t,4,4,4,3
3366,t,3,10,10,195
3367,t,0,0,0,0
3368,t,20,48,78,353
3369,t,0,6,36,311
3370,t,0,0,5,5
3371,t,0,3,4,176
3372,t,12,39,69,69
3373,f,0,0,0,0
3374,t,0,0,0,0
3375,t,20,50,80,80
3376,t,0,0,0,0
3377,t,0,1,1,228
3378,t,0,0,30,30
3379,t,29,59,89,179
3380,f,0,0,0,0
3381,t,6,29,59,334
3382,f,0,0,0,0
3383,t,1,28,58,58
3384,t,0,0,0,217
3385,f,0,0,0,0
3386,t,7,30,55,55
3387,t,23,53,83,358
3388,t,0,3,10,21
3389,f,0,0,0,0
3390,t,0,0,0,0
3391,t,19,30,55,223
3392,t,0,1,1,1
3393,t,0,0,0,0
3394,f,0,0,0,0
3395,t,0,2,12,62
3396,t,0,0,0,0
3397,t,7,37,67,342
3398,t,2,4,34,309
3399,t,9,29,51,298
3400,t,30,60,90,365
3401,t,5,30,52,327
3402,t,2,12,31,31
3403,t,29,59,89,89
3404,t,0,0,0,0
3405,f,0,0,0,0
3406,f,0,0,0,0
3407,t,10,37,67,67
3408,t,3,13,18,18
3409,t,0,6,36,311
3410,t,8,11,18,121
3411,t,28,58,88,88
3412,t,22,47,77,77
3413,t,14,44,72,158
3414,f,0,0,0,0
3415,t,7,37,67,342
3416,f,0,0,0,0
3417,t,0,0,0,0
3418,t,0,0,0,0
3419,f,0,0,0,0
3420,t,0,0,0,0
3421,t,0,0,0,190
3422,t,0,0,0,0
3423,t,0,0,0,265
3424,t,26,56,86,176
3425,t,8,34,53,302
3426,t,3,3,19,294
3427,t,5,5,5,5
3428,t,7,37,67,342
3429,t,19,49,79,169
3430,t,0,0,0,0
3431,t,0,0,0,218
3432,t,12,12,17,74
3433,t,0,0,8,258
3434,t,26,56,86,110
3435,t,0,0,0,0
3436,t,0,0,0,0
3437,t,0,0,0,0
3438,t,9,19,31,106
3439,t,28,58,88,178
3440,t,0,26,56,331
3441,t,0,0,0,0
3442,t,13,31,61,145
3443,t,9,9,18,18
3444,t,5,5,23,298
3445,f,0,0,0,0
3446,t,11,11,11,11
3447,t,30,60,90,365
3448,t,3,20,20,20
3449,t,9,12,34,97
3450,t,3,20,38,310
3451,t,22,52,82,357
3452,t,0,6,36,311
3453,f,0,0,0,0
3454,t,7,19,48,322
3455,f,0,0,0,0
3456,f,0,0,0,0
3457,t,24,50,76,350
3458,f,0,0,0,0
3459,f,0,0,0,0
3460,t,0,0,0,0
3461,t,7,20,39,119
3462,t,10,19,38,173
3463,t,19,45,74,345
3464,t,0,0,0,244
3465,f,0,0,0,0
3466,t,0,6,6,261
3467,t,0,7,10,10
3468,t,0,0,0,0
3469,t,0,0,0,0
3470,t,7,16,45,132
3471,t,0,0,0,0
3472,t,0,0,0,0
3473,t,1,12,42,42
3474,f,0,0,0,0
3475,t,0,0,0,0
3476,t,1,1,1,264
3477,t,0,0,26,301
3478,t,0,0,17,196
3479,t,0,0,0,0
3480,t,1,11,41,41
3481,t,6,10,10,253
3482,t,0,1,6,281
3483,t,0,1,15,130
3484,t,0,0,0,136
3485,t,4,34,64,339
3486,t,0,0,0,0
3487,t,0,0,0,0
3488,f,0,0,0,0
3489,t,16,46,76,351
3490,t,0,0,0,0
3491,t,0,0,0,48
3492,f,0,0,0,0
3493,t,29,59,89,364
3494,t,13,43,73,348
3495,t,27,57,87,87
3496,t,3,33,63,338
3497,t,6,16,46,46
3498,t,24,54,84,230
3499,t,6,36,61,61
3500,t,1,5,18,230
3501,f,0,0,0,0
3502,t,0,0,0,0
3503,t,0,0,0,0
3504,t,3,3,3,3
3505,f,0,0,0,0
3506,t,24,54,84,359
3507,t,0,0,0,107
3508,t,0,7,37,37
3509,t,23,51,81,217
3510,t,4,5,7,82
3511,t,0,0,0,0
3512,f,0,0,0,0
3513,f,0,0,0,0
3514,t,0,5,35,310
3515,t,0,0,0,0
3516,t,30,11,0,0
3517,t,16,37,62,62
3518,t,1,7,37,312
3519,t,4,18,36,162
3520,t,0,0,0,0
3521,f,0,0,0,0
3522,t,0,0,0,0
3523,t,10,21,42,277
3524,t,8,20,34,110
3525,t,4,4,4,15
3526,t,0,0,0,0
3527,t,0,0,0,0
3528,t,0,4,34,309
3529,t,0,0,0,0
3530,t,0,0,0,0
3531,f,0,0,0,0
3532,t,30,30,30,365
3533,t,0,0,0,0
3534,f,0,0,0,0
3535,t,6,36,66,156
3536,f,0,0,0,0
3537,t,0,0,0,0
3538,t,5,9,25,205
3539,t,30,1,1,365
3540,f,0,0,0,0
3541,t,29,59,89,89
3542,t,1,8,27,27
3543,t,17,47,77,352
3544,t,0,0,0,0
3545,t,2,19,19,19
3546,t,0,0,0,0
3547,t,0,1,1,8
3548,f,0,0,0,0
3549,t,1,1,22,297
3550,f,0,0,0,0
3551,f,0,0,0,0
3552,t,0,4,21,149
3553,f,0,0,0,0
3554,f,0,0,0,0
3555,t,0,0,13,288
3556,f,0,0,0,0
3557,t,0,0,0,0
3558,t,0,2,7,153
3559,t,30,60,90,365
3560,f,0,0,0,0
3561,t,2,32,62,337
3562,t,4,10,25,186
3563,f,0,0,0,0
3564,f,0,0,0,0
3565,t,0,0,0,0
3566,t,30,60,90,365
3567,t,4,4,4,59
3568,t,0,0,0,0
3569,f,0,0,0,0
3570,t,7,30,56,146
3571,t,25,25,25,25
3572,t,0,0,0,0
3573,t,0,0,0,0
3574,t,8,25,51,323
3575,t,0,12,42,311
3576,t,29,59,89,364
3577,t,16,46,76,351
3578,t,8,23,30,305
3579,f,0,0,0,0
3580,t,11,41,55,55
3581,t,0,0,0,249
3582,t,22,47,77,352
3583,t,6,9,14,88
3584,t,0,0,0,0
3585,t,1,4,22,279
3586,t,4,4,4,4
3587,t,0,0,0,0
3588,t,15,45,75,214
3589,t,0,0,0,0
3590,f,0,0,0,0
3591,t,6,8,36,311
3592,t,8,33,63,336
3593,t,4,4,4,103
3594,t,0,0,0,24
3595,t,0,0,25,294
3596,t,0,0,0,0
3597,t,5,10,11,65
3598,t,22,49,77,340
3599,f,0,0,0,0
3600,t,0,0,0,0
3601,t,0,0,0,0
3602,t,2,13,38,38
3603,f,0,0,0,0
3604,t,30,60,90,90
3605,t,12,42,72,347
3606,t,0,0,0,0
3607,t,1,1,12,220
3608,t,14,43,73,348
