availability_id,has_availability,availability_30,availability_60,availability_90,availability_365
0,t,30,60,90,365
1,t,8,38,68,68
2,t,0,0,0,0
3,t,15,16,16,45
4,t,1,13,28,288
5,t,13,23,48,48
6,t,0,0,0,0
7,t,0,0,0,0
8,t,3,33,63,332
9,t,18,48,78,337
10,t,0,0,0,0
11,t,0,0,0,0
12,f,0,0,0,0
13,t,0,0,0,0
14,t,0,0,0,75
15,t,1,1,1,1
16,t,19,49,79,169
17,t,13,33,55,73
18,t,6,21,42,293
19,t,0,5,35,310
20,t,15,41,71,161
21,t,0,0,0,249
22,t,7,32,32,32
23,t,0,0,28,293
24,f,0,0,0,0
25,t,1,1,1,1
26,f,0,0,0,0
27,f,0,0,0,0
28,t,0,0,3,93
29,t,25,55,85,265
30,t,0,0,1,276
31,f,0,0,0,0
32,t,6,36,66,341
33,t,3,12,12,12
34,t,0,0,0,191
35,t,2,5,7,172
36,t,15,40,70,344
37,t,0,0,0,0
38,t,0,0,0,267
39,t,0,0,0,65
40,f,0,0,0,0
41,t,3,5,18,93
42,t,0,0,0,0
43,t,0,0,0,0
44,t,0,5,35,310
45,t,4,4,4,22
46,t,4,25,55,330
47,f,0,0,0,0
48,f,0,0,0,0
49,t,0,1,1,1
50,t,17,47,77,257
51,t,12,38,68,343
52,t,13,43,73,348
53,t,0,0,0,0
54,t,14,44,74,349
55,f,0,0,0,0
56,t,0,0,0,0
57,t,0,0,0,219
58,t,0,0,0,0
59,t,7,7,32,58
60,t,0,0,0,78
61,t,0,0,0,0
62,f,0,0,0,0
63,t,0,0,0,0
64,t,0,0,0,0
65,t,0,18,35,294
66,t,5,21,51,51
67,f,0,0,0,0
68,t,2,15,40,315
69,t,16,46,76,351
70,t,0,0,0,0
71,t,0,0,0,0
72,t,13,34,58,323
73,t,0,0,0,0
74,t,23,53,83,173
75,t,7,37,67,342
76,f,0,0,0,0
77,t,0,0,0,0
78,t,0,0,12,16
79,t,21,51,81,356
80,t,2,17,47,129
81,t,2,2,2,251
82,f,0,0,0,0
83,t,6,20,50,52
84,f,0,0,0,0
85,t,4,34,64,153
86,t,0,0,0,0
87,t,12,42,72,72
88,t,15,31,55,118
89,t,14,44,74,349
90,t,1,5,20,88
91,t,4,11,33,272
92,t,2,2,5,40
93,t,0,0,16,287
94,t,0,0,0,0
95,t,6,21,44,307
96,t,3,6,11,74
97,t,1,1,16,16
98,f,0,0,0,0
99,t,0,3,14,95
100,t,2,3,3,193
101,t,11,37,64,339
102,t,13,43,73,73
103,t,0,0,0,0
104,t,0,0,0,218
105,f,0,0,0,0
106,t,0,0,0,0
107,t,0,0,0,0
108,t,10,40,70,345
109,t,29,59,89,173
110,t,1,7,7,7
111,t,28,55,85,85
112,t,0,0,0,258
113,t,16,45,75,338
114,t,0,0,0,0
115,t,2,7,37,312
116,t,21,46,75,333
117,t,0,0,0,2
118,t,30,60,90,365
119,t,0,0,0,0
120,t,0,22,52,327
121,t,0,0,30,30
122,t,0,0,0,0
123,t,1,4,15,15
124,f,0,0,0,0
125,f,0,0,0,0
126,t,4,27,57,85
127,t,30,60,90,90
128,t,0,0,0,0
129,t,0,26,51,51
130,t,7,9,39,314
131,t,12,34,64,339
132,t,29,59,89,89
133,t,0,0,10,285
134,t,0,0,0,38
135,t,18,48,78,168
136,t,0,0,0,0
137,t,0,0,0,64
138,t,30,60,90,365
139,t,2,2,2,251
140,t,5,12,25,95
141,t,0,0,0,0
142,t,0,0,0,0
143,t,0,0,0,0
144,t,4,25,36,36
145,t,0,0,0,0
146,t,12,30,55,132
147,t,3,33,63,153
148,t,0,0,0,0
149,t,0,0,6,96
150,t,0,0,0,158
151,t,0,0,30,305
152,t,0,0,5,63
153,t,29,59,89,364
154,t,0,0,0,0
155,f,0,0,0,0
156,t,0,0,0,218
157,t,0,0,0,0
158,t,0,0,2,99
159,t,0,0,0,0
160,t,0,0,0,0
161,t,29,59,89,179
162,t,0,0,0,0
163,t,25,45,68,68
164,t,26,56,86,355
165,f,0,0,0,0
166,f,0,0,0,0
167,t,6,24,46,118
168,f,0,0,0,0
169,t,20,50,80,80
170,t,19,49,79,169
171,t,0,0,0,0
172,t,9,30,58,333
173,t,21,51,81,356
174,t,0,0,0,0
175,t,4,22,41,298
176,t,0,0,0,249
177,t,2,32,62,332
178,f,0,0,0,0
179,t,0,0,0,42
180,t,0,0,0,249
181,t,30,60,90,365
182,t,19,31,59,319
183,t,6,18,48,138
184,t,0,0,2,70
185,t,0,0,0,0
186,t,11,34,64,244
187,f,0,0,0,0
188,t,3,3,11,263
189,f,0,0,0,0
190,t,0,25,55,330
191,t,4,34,64,339
192,f,0,0,0,0
193,f,0,0,0,0
194,t,16,43,67,103
195,t,3,3,3,3
196,t,9,28,55,55
197,t,1,8,38,38
198,t,6,36,66,341
199,f,0,0,0,0
200,t,0,0,0,0
201,t,15,43,72,347
202,t,0,0,0,0
203,t,4,26,51,121
204,t,13,43,73,104
205,t,0,0,0,198
206,t,0,0,0,0
207,t,0,2,6,91
208,t,6,33,63,338
209,t,0,22,52,327
210,t,0,0,4,162
211,t,0,0,0,0
212,t,0,0,5,5
213,t,0,0,0,130
214,t,0,3,23,42
215,t,19,49,79,110
216,t,0,0,0,0
217,t,23,53,83,316
218,t,29,59,89,179
219,t,0,22,45,291
220,t,3,3,9,284
221,t,0,0,0,262
222,t,14,44,74,349
223,t,28,58,88,363
224,t,0,0,0,7
225,t,6,17,44,44
226,t,0,0,0,0
227,f,0,0,0,0
228,t,0,16,46,316
229,t,0,0,0,0
230,t,0,0,9,81
231,f,0,0,0,0
232,t,0,0,0,23
233,t,0,0,0,0
234,f,0,0,0,0
235,t,0,0,0,0
236,t,7,13,32,300
237,f,0,0,0,0
238,f,0,0,0,0
239,t,30,60,90,147
240,t,0,0,0,0
241,t,0,0,5,280
242,t,0,0,0,0
243,t,0,0,14,182
244,t,17,47,77,352
245,t,0,14,38,313
246,t,0,0,9,83
247,t,4,7,28,28
248,t,21,46,76,340
249,t,28,58,88,363
250,t,0,0,0,0
251,t,2,26,39,281
252,t,0,0,0,0
253,t,0,0,0,0
254,t,2,4,20,84
255,t,24,54,84,359
256,f,0,0,0,0
257,t,0,0,0,249
258,f,0,0,0,0
259,t,0,0,0,0
260,t,0,0,0,0
261,t,10,14,25,100
262,t,0,0,0,0
263,f,0,0,0,0
264,t,30,60,90,365
265,f,0,0,0,0
266,t,10,19,25,30
267,t,24,54,84,174
268,t,5,10,24,24
269,t,0,1,1,44
270,t,0,9,20,238
271,t,15,40,45,320
272,f,0,0,0,0
273,t,0,0,0,0
274,t,16,46,76,256
275,t,27,27,27,27
276,t,0,0,0,0
277,t,0,0,0,2
278,t,1,16,40,119
279,f,0,0,0,0
280,t,8,24,54,54
281,t,6,20,34,283
282,t,0,0,0,0
283,f,0,0,0,0
284,t,0,0,0,0
285,t,14,20,20,20
286,t,24,54,84,359
287,t,0,0,0,0
288,t,13,24,38,286
289,t,3,28,58,333
290,t,4,5,33,33
291,t,30,60,90,365
292,t,27,57,87,362
293,t,2,60,90,203
294,t,6,30,60,335
295,t,30,60,90,365
296,t,5,35,65,155
297,t,4,8,9,244
298,t,0,0,0,0
299,t,0,0,0,0
300,f,0,0,0,0
301,t,0,0,0,0
302,t,0,0,0,247
303,f,0,0,0,0
304,f,0,0,0,0
305,t,0,0,0,272
306,t,27,57,87,144
307,t,0,0,0,0
308,t,23,50,80,355
309,f,0,0,0,0
310,t,0,0,0,0
311,f,0,0,0,0
312,t,4,34,64,209
313,t,0,5,35,125
314,t,0,0,0,0
315,t,4,34,64,339
316,f,0,0,0,0
317,t,0,6,8,12
318,t,0,0,0,33
319,t,1,5,11,186
320,t,0,0,0,0
321,f,0,0,0,0
322,t,30,55,55,55
323,t,0,0,0,0
324,t,18,18,18,276
325,t,0,0,0,0
326,t,9,16,46,94
327,t,12,33,63,338
328,t,0,0,0,0
329,t,16,23,39,287
330,t,0,0,0,0
331,t,1,3,12,268
332,t,14,44,74,74
333,t,9,30,60,335
334,t,0,0,0,0
335,f,0,0,0,0
336,t,13,43,73,348
337,t,0,0,0,0
338,t,7,11,28,131
339,f,0,0,0,0
340,t,0,0,0,0
341,t,0,0,0,0
342,t,15,28,57,107
343,t,21,51,81,356
344,t,0,0,3,19
345,t,0,0,0,0
346,f,0,0,0,0
347,t,0,0,0,154
348,t,0,0,0,0
349,t,23,23,23,23
350,t,0,0,0,0
351,f,0,0,0,0
352,t,0,0,0,0
353,t,0,0,0,0
354,f,0,0,0,0
355,t,0,1,31,306
356,t,0,0,5,95
357,t,0,0,0,0
358,t,1,1,6,6
359,t,0,0,5,180
360,t,6,7,7,7
361,t,22,22,22,272
362,t,0,0,0,248
363,t,4,23,52,306
364,t,30,60,90,90
365,t,0,0,0,0
366,t,7,12,29,101
367,t,4,9,19,88
368,t,4,29,59,334
369,t,0,0,0,36
370,t,30,60,4,365
371,t,17,37,52,313
372,t,30,60,90,365
373,t,2,25,55,55
374,f,0,0,0,0
375,t,0,0,0,0
376,t,0,0,0,0
377,t,1,1,1,34
378,t,0,0,0,3
379,f,0,0,0,0
380,t,13,19,49,49
381,t,6,7,10,10
382,t,0,0,0,0
383,t,0,20,50,140
384,t,0,0,7,282
385,t,0,0,0,0
386,t,24,50,79,345
387,f,0,0,0,0
388,t,0,30,60,335
389,t,0,30,54,117
390,t,7,37,67,342
391,t,0,0,0,0
392,f,0,0,0,0
393,t,1,15,38,124
394,f,0,0,0,0
395,t,0,0,0,0
396,t,0,0,0,0
397,t,19,45,75,248
398,t,1,1,1,1
399,t,0,0,0,0
400,t,4,4,4,164
401,t,16,31,61,336
402,t,0,0,0,0
403,t,30,60,90,300
404,t,0,0,0,0
405,t,7,7,7,256
406,t,16,46,76,256
407,t,23,53,83,83
408,t,0,0,5,280
409,t,17,47,77,352
410,f,0,0,0,0
411,t,0,3,33,257
412,t,3,8,8,8
413,t,0,4,34,309
414,t,7,35,58,121
415,t,0,0,20,295
416,t,18,46,76,351
417,t,0,0,0,0
418,t,0,0,13,77
419,t,0,0,0,0
420,f,0,0,0,0
421,t,1,4,11,11
422,t,0,6,26,284
423,f,0,0,0,0
424,t,3,33,48,295
425,t,4,4,4,4
426,t,1,14,19,41
427,t,0,0,0,0
428,t,3,5,16,16
429,t,6,27,55,143
430,t,0,0,0,0
431,f,0,0,0,0
432,f,0,0,0,0
433,t,1,16,46,291
434,f,0,0,0,0
435,t,23,53,83,356
436,t,0,0,0,0
437,f,0,0,0,0
438,t,0,0,0,261
439,t,14,44,73,322
440,t,1,2,16,86
441,t,0,15,45,320
442,t,8,13,26,263
443,t,0,0,0,218
444,f,0,0,0,0
445,t,0,0,0,0
446,t,3,27,48,124
447,t,12,22,52,135
448,f,0,0,0,0
449,t,0,0,0,0
450,t,0,6,11,14
451,f,0,0,0,0
452,t,17,47,77,77
453,f,0,0,0,0
454,t,0,4,4,183
455,f,0,0,0,0
456,t,0,0,0,0
457,t,13,43,73,73
458,t,14,44,74,349
459,t,0,3,33,123
460,t,12,33,63,331
461,t,10,22,52,327
462,t,9,39,69,282
463,t,0,0,0,0
464,t,6,36,66,341
465,t,0,0,0,157
466,t,0,0,0,0
467,t,0,0,0,0
468,t,0,3,13,270
469,t,0,0,0,0
470,t,3,3,11,13
471,f,0,0,0,0
472,t,0,0,0,0
473,t,0,0,0,0
474,t,7,32,62,337
475,t,13,20,38,116
476,t,0,0,0,70
477,t,0,0,0,66
478,f,0,0,0,0
479,t,16,46,76,351
480,t,25,45,75,350
481,t,8,38,68,343
482,t,5,14,36,125
483,t,0,0,0,0
484,t,3,9,29,119
485,t,0,4,34,309
486,t,9,39,69,344
487,t,6,17,17,19
488,t,0,0,0,0
489,t,16,35,65,65
490,t,24,54,84,359
491,f,0,0,0,0
492,t,17,39,66,330
493,t,1,9,17,17
494,t,0,0,0,202
495,t,30,60,76,177
496,t,3,24,33,308
497,f,0,0,0,0
498,t,14,34,58,91
499,f,0,0,0,0
500,t,0,0,0,0
501,t,7,37,67,342
502,t,0,0,0,0
503,t,4,8,17,275
504,t,7,11,32,58
505,t,3,10,29,131
506,t,0,0,0,251
507,t,0,0,0,218
508,t,5,5,5,5
509,t,0,0,0,0
510,t,0,0,0,0
511,t,0,0,0,258
512,t,0,0,0,0
513,t,0,8,38,313
514,t,0,0,0,140
515,t,14,14,14,14
516,f,0,0,0,0
517,t,0,0,0,92
518,f,0,0,0,0
519,t,0,20,50,325
520,t,0,0,0,0
521,f,0,0,0,0
522,t,16,46,76,76
523,t,0,0,0,0
524,f,0,0,0,0
525,f,0,0,0,0
526,t,0,0,0,0
527,t,3,31,61,336
528,t,0,10,35,68
529,t,12,29,29,97
530,t,0,0,0,0
531,t,9,39,69,344
532,t,3,21,41,41
533,t,30,60,90,365
534,f,0,0,0,365
535,t,9,24,39,292
536,f,0,0,0,0
537,t,21,51,81,356
538,t,0,0,5,280
539,t,13,36,63,337
540,f,0,0,0,0
541,t,0,6,30,30
542,t,0,0,0,0
543,t,8,28,28,277
544,t,23,53,83,358
545,t,0,0,0,0
546,t,14,35,60,238
547,t,0,0,0,0
548,t,27,57,87,177
549,f,0,0,0,0
550,t,2,10,32,115
551,t,0,0,0,0
552,t,11,24,24,198
553,t,11,11,11,272
554,t,30,60,90,180
555,t,0,0,0,259
556,t,0,0,0,31
557,t,5,5,10,100
558,t,30,60,90,365
559,t,8,17,30,105
560,t,0,0,0,0
561,f,0,0,0,0
562,f,0,0,0,0
563,t,30,60,89,179
564,t,30,60,90,365
565,f,0,0,0,0
566,t,7,11,17,83
567,t,12,39,69,69
568,t,2,32,62,62
569,f,0,0,0,0
570,t,0,0,0,0
571,t,0,0,0,0
572,t,0,0,0,0
573,t,6,36,66,66
574,f,0,0,0,0
575,t,1,1,1,1
576,t,11,41,62,337
577,t,10,28,58,324
578,t,1,1,1,250
579,t,0,1,7,252
580,f,0,0,0,0
581,t,6,36,66,341
582,t,0,0,0,0
583,t,8,38,68,336
584,t,6,36,66,341
585,t,0,0,0,0
586,t,28,58,88,88
587,f,0,0,0,0
588,t,6,6,15,32
589,t,18,48,78,353
590,t,5,12,42,42
591,t,0,0,0,0
592,t,7,31,40,40
593,t,0,0,0,249
594,t,23,51,81,354
595,t,6,36,66,240
596,t,0,0,21,296
597,t,4,34,64,154
598,t,1,1,1,64
599,f,0,0,0,0
600,t,0,0,0,0
601,t,0,0,0,0
602,t,10,37,62,62
603,t,29,59,89,363
604,t,0,0,0,0
605,t,0,0,0,0
606,t,4,19,49,304
607,t,0,22,52,142
608,t,0,0,0,0
609,t,0,0,0,28
610,t,1,18,40,110
611,t,30,60,90,365
612,t,9,33,63,63
613,t,25,55,85,175
614,f,0,0,0,0
615,f,0,0,0,0
616,t,0,0,5,280
617,t,6,11,40,40
618,t,16,38,63,63
619,t,10,27,55,55
620,t,0,0,0,0
621,t,7,18,48,318
622,t,26,56,86,234
623,t,3,5,19,289
624,t,0,0,0,0
625,t,11,41,51,326
626,t,3,6,36,255
627,t,3,29,54,144
628,f,0,0,0,0
629,f,0,0,0,0
630,f,0,0,0,0
631,t,0,0,0,0
632,t,0,0,0,155
633,t,0,0,0,256
634,f,0,0,0,0
635,t,21,46,46,46
636,t,3,3,32,307
637,t,18,48,78,353
638,t,0,0,0,0
639,f,0,0,0,0
640,t,0,0,0,0
641,t,5,35,65,65
642,t,5,7,25,285
643,t,28,58,88,363
644,t,0,0,0,0
645,t,0,0,0,0
646,f,0,0,0,0
647,t,5,19,49,324
648,t,5,16,37,108
649,t,0,16,46,136
650,t,28,58,88,88
651,t,2,9,20,276
652,t,0,0,0,31
653,t,17,17,33,308
654,t,0,0,0,0
655,t,0,2,5,64
656,t,22,52,82,357
657,t,6,36,66,341
658,t,1,25,55,55
659,t,16,46,76,351
660,t,0,5,13,13
661,t,11,41,71,161
662,t,0,0,0,0
663,f,0,0,0,0
664,t,2,8,24,292
665,t,0,0,0,0
666,t,0,0,0,219
667,t,1,2,2,241
668,t,0,0,0,0
669,t,21,51,81,356
670,f,0,0,0,0
671,f,0,0,0,0
672,t,10,33,57,143
673,t,19,49,79,354
674,t,23,53,83,358
675,t,0,4,19,266
676,t,21,51,81,81
677,t,0,0,0,263
678,f,0,0,0,0
679,t,0,0,0,0
680,t,3,11,26,29
681,t,4,4,28,28
682,f,0,0,0,0
683,f,0,0,0,0
684,t,4,34,64,339
685,f,0,0,0,0
686,f,0,0,0,0
687,t,2,7,37,312
688,t,0,0,0,0
689,t,0,0,0,119
690,t,11,13,43,318
691,t,0,0,0,159
692,t,23,53,83,301
693,t,0,0,0,0
694,t,0,0,0,240
695,f,0,0,0,0
696,f,0,0,0,0
697,t,4,7,7,26
698,t,0,0,0,0
699,t,1,2,12,247
700,t,6,36,66,341
701,t,0,0,0,0
702,t,0,21,51,326
703,t,10,20,50,50
704,t,0,0,0,0
705,t,10,38,68,338
706,t,4,4,27,117
707,t,0,0,0,243
708,t,0,0,0,0
709,t,0,0,0,0
710,t,7,37,67,342
711,t,27,57,87,362
712,f,0,0,0,0
713,t,2,19,49,49
714,t,0,0,5,280
715,t,15,45,75,350
716,f,0,0,0,0
717,t,0,0,0,0
718,t,0,0,0,0
719,t,20,50,80,355
720,t,0,0,5,280
721,t,8,8,8,86
722,t,0,0,0,0
723,t,1,3,15,132
724,f,0,0,0,0
725,t,28,58,88,363
726,t,27,55,85,360
727,t,0,0,0,256
728,t,0,7,37,312
729,f,0,0,0,0
730,f,0,0,0,0
731,f,0,0,0,0
732,t,0,0,0,0
733,t,3,3,3,3
734,t,27,57,87,362
735,t,2,4,18,18
736,t,11,41,71,342
737,t,0,0,0,0
738,f,0,0,0,0
739,t,0,2,32,307
740,t,0,0,0,0
741,t,0,0,0,159
742,t,11,21,48,124
743,t,20,23,23,87
744,f,0,0,0,0
745,f,0,0,0,0
746,f,0,0,0,0
747,t,0,28,46,46
748,t,0,0,0,68
749,t,19,41,71,346
750,t,0,0,0,0
751,t,0,0,5,280
752,t,0,0,0,0
753,t,0,0,0,0
754,t,0,0,2,62
755,t,10,40,70,345
756,t,0,0,0,38
757,f,0,0,0,0
758,t,0,0,0,0
759,t,0,7,37,37
760,t,1,21,51,252
761,f,0,0,0,0
762,t,7,37,67,342
763,t,0,0,0,0
764,t,9,39,69,344
765,f,0,0,0,0
766,t,29,59,89,179
767,f,0,0,0,0
768,f,0,0,0,0
769,t,0,29,59,334
770,t,6,36,66,330
771,t,0,0,0,0
772,f,0,0,0,0
773,t,8,25,55,325
774,t,0,0,0,0
775,t,0,0,0,231
776,t,30,60,90,180
777,t,6,36,66,341
778,t,19,49,79,79
779,t,12,25,47,47
780,t,0,0,5,280
781,t,0,0,0,0
782,t,0,0,0,15
783,f,0,0,0,0
784,t,0,0,0,0
785,t,2,15,45,135
786,t,7,12,30,279
787,t,0,0,0,37
788,t,4,14,44,319
789,t,0,0,0,0
790,t,9,9,9,85
791,t,0,0,0,0
792,t,0,0,0,0
793,f,0,0,0,0
794,t,0,0,10,10
795,t,7,17,47,322
796,t,2,19,46,136
797,t,22,52,82,357
798,t,0,0,0,252
799,f,0,0,0,0
800,t,10,14,31,284
801,t,9,30,60,60
802,t,2,4,6,235
803,t,17,36,66,66
804,t,18,47,77,352
805,t,0,0,0,0
806,t,0,0,1,237
807,t,6,26,52,128
808,f,0,0,0,0
809,f,0,0,0,0
810,t,0,0,0,0
811,t,0,0,0,0
812,t,0,0,0,0
813,t,0,4,4,255
814,t,0,0,0,0
815,t,10,40,70,70
816,t,4,7,37,236
817,t,0,5,35,125
818,t,0,1,19,278
819,t,0,0,0,0
820,t,30,60,90,365
821,t,0,0,0,0
822,f,0,0,0,0
823,f,0,0,0,0
824,t,0,0,0,0
825,t,2,14,44,175
826,t,2,2,2,2
827,t,0,6,36,311
828,t,0,0,0,0
829,t,0,0,0,171
830,t,0,0,0,0
831,t,0,0,0,259
832,t,1,1,6,242
833,t,3,4,9,263
834,f,0,0,0,0
835,t,30,60,90,365
836,t,0,7,10,263
837,t,5,8,23,81
838,t,1,20,45,163
839,t,4,4,31,121
840,t,14,39,69,339
841,t,6,27,57,332
842,t,0,0,10,10
843,t,20,50,80,80
844,f,0,0,0,0
845,t,0,0,0,0
846,t,8,18,41,123
847,f,0,0,0,0
848,t,1,1,3,93
849,t,0,0,0,0
850,t,12,42,72,341
851,t,0,0,0,82
852,t,1,31,61,241
853,t,6,6,10,10
854,f,0,0,0,0
855,f,0,0,0,0
856,t,9,37,67,342
857,t,3,3,3,10
858,t,15,15,20,110
859,t,2,2,32,32
860,t,11,41,64,84
861,t,0,0,0,0
862,t,0,0,0,44
863,t,30,60,90,90
864,f,0,0,0,0
865,t,0,0,0,99
866,t,0,0,14,289
867,f,0,0,0,0
868,f,0,0,0,0
869,t,0,0,0,0
870,f,0,0,0,0
871,t,0,0,16,16
872,t,11,34,57,323
873,t,0,0,0,219
874,f,0,0,0,0
875,t,0,0,6,281
876,t,9,20,20,89
877,f,0,0,0,0
878,f,0,0,0,0
879,t,0,0,0,0
880,t,0,0,4,247
881,f,0,0,0,0
882,t,0,6,36,251
883,t,23,53,83,83
884,t,22,52,82,138
885,t,21,51,81,356
886,t,0,0,0,0
887,t,0,2,20,295
888,t,0,0,1,65
889,t,19,39,63,63
890,t,7,12,42,124
891,t,6,6,6,269
892,t,0,27,57,332
893,f,0,0,0,0
894,t,0,0,0,0
895,t,0,0,0,30
896,t,13,37,61,336
897,t,23,53,83,358
898,t,14,42,66,152
899,t,0,0,0,0
900,t,0,0,6,186
901,t,2,23,53,53
902,t,8,8,8,8
903,t,0,5,35,310
904,f,0,0,0,0
905,t,0,1,4,244
906,t,1,1,1,259
907,t,14,35,65,331
908,t,6,33,63,63
909,t,9,31,57,319
910,t,0,0,0,0
911,t,13,39,69,344
912,t,28,58,88,363
913,t,0,0,0,0
914,f,0,0,0,0
915,t,0,7,37,312
916,t,0,0,0,0
917,f,0,0,0,0
918,f,0,0,0,0
919,t,17,20,40,281
920,t,0,0,27,27
921,f,0,0,0,0
922,t,1,28,55,330
923,t,2,22,52,52
924,t,0,0,1,1
925,t,14,35,65,340
926,f,0,0,0,0
927,t,0,1,7,7
928,t,0,14,27,184
929,f,0,0,0,0
930,t,30,60,90,365
931,f,0,0,0,0
932,t,0,0,0,249
933,t,0,2,7,282
934,t,0,0,0,0
935,t,3,9,39,303
936,t,3,12,27,282
937,f,0,0,0,0
938,t,19,49,73,348
939,t,0,0,0,0
940,t,27,57,87,362
941,t,1,1,12,35
942,t,0,0,0,0
943,t,0,0,5,280
944,t,13,42,72,162
945,t,0,0,0,159
946,t,7,12,23,236
947,f,0,0,0,0
948,t,11,18,35,291
949,t,0,0,0,268
950,t,0,0,0,0
951,t,29,59,89,364
952,t,1,2,32,122
953,t,0,1,31,306
954,f,0,0,1,0
955,f,0,0,0,0
956,t,8,19,40,295
957,t,0,0,0,18
958,t,5,5,5,146
959,t,2,3,14,159
960,t,8,26,50,113
961,f,0,0,0,0
962,t,13,43,73,348
963,t,24,54,84,110
964,t,0,0,5,280
965,t,0,0,0,0
966,f,0,0,0,0
967,t,27,57,87,362
968,t,8,8,8,8
969,t,3,3,3,3
970,t,0,0,0,0
971,t,1,1,1,103
972,f,0,0,0,0
973,t,1,27,57,57
974,t,25,55,85,360
975,t,0,0,0,262
976,t,0,0,0,171
977,t,0,0,0,0
978,t,14,44,74,74
979,t,29,59,89,179
980,t,0,0,0,116
981,f,0,0,0,0
982,t,1,19,49,141
983,t,1,1,1,1
984,t,16,46,76,351
985,t,0,0,0,82
986,t,2,15,30,297
987,t,2,2,7,252
988,t,0,0,0,264
989,t,15,43,68,336
990,t,0,0,0,0
991,t,0,0,0,0
992,t,10,25,55,324
993,t,0,0,0,0
994,t,2,7,37,63
995,t,30,60,90,365
996,t,1,6,24,105
997,t,22,52,82,357
998,t,1,31,61,336
999,t,19,46,76,351
1000,t,0,6,36,311
1001,f,0,0,0,0
1002,f,0,0,0,365
1003,t,0,28,58,58
1004,t,13,22,47,312
1005,f,0,0,0,0
1006,f,0,0,0,0
1007,t,11,36,66,341
1008,t,14,36,54,218
1009,t,10,40,70,344
1010,t,12,31,61,61
1011,f,0,0,0,0
1012,t,13,43,73,348
1013,t,0,0,0,0
1014,t,0,0,0,0
1015,t,0,0,0,249
1016,t,0,5,35,310
1017,f,0,0,0,0
1018,t,0,0,0,129
1019,t,14,33,63,153
1020,t,18,43,73,348
1021,t,30,60,90,365
1022,t,7,19,49,324
1023,t,1,1,1,251
1024,t,0,0,1,276
1025,t,0,0,0,0
1026,f,0,0,0,0
1027,t,22,47,47,47
1028,t,30,60,90,90
1029,t,0,4,34,124
1030,f,0,0,0,0
1031,t,2,7,26,99
1032,t,2,30,60,335
1033,t,0,16,46,244
1034,t,0,0,0,262
1035,t,10,19,32,289
1036,t,15,45,75,165
1037,t,0,0,0,0
1038,t,0,5,35,35
1039,t,0,0,0,0
1040,t,0,0,0,0
1041,f,0,0,0,0
1042,t,0,25,55,55
1043,t,26,56,84,354
1044,t,0,0,0,0
1045,t,18,36,60,123
1046,t,18,21,22,91
1047,t,0,0,0,0
1048,f,0,0,0,0
1049,t,0,29,59,59
1050,t,4,4,4,102
1051,t,11,24,47,312
1052,t,19,49,79,354
1053,t,3,33,63,338
1054,t,1,1,1,1
1055,t,5,35,65,65
1056,t,11,28,58,60
1057,t,0,0,0,0
1058,t,7,13,31,236
1059,t,27,55,85,359
1060,t,0,0,0,0
1061,t,0,0,0,0
1062,t,0,0,30,305
1063,t,4,16,31,31
1064,f,0,0,0,0
1065,t,6,31,31,280
1066,f,0,0,0,0
1067,f,0,0,0,0
1068,t,10,15,45,45
1069,t,0,0,0,0
1070,t,0,28,58,333
1071,t,1,1,1,1
1072,t,0,17,47,137
1073,t,1,31,61,336
1074,t,0,0,0,0
1075,t,2,2,2,2
1076,t,12,37,37,286
1077,t,4,4,4,102
1078,t,0,0,0,43
1079,t,15,39,69,344
1080,t,0,0,0,0
1081,f,0,0,0,0
1082,t,0,0,0,70
1083,t,11,22,39,215
1084,t,0,0,0,0
1085,t,5,19,45,310
1086,t,0,0,0,28
1087,t,0,0,0,0
1088,t,0,0,0,0
1089,f,0,0,0,0
1090,t,9,19,40,67
1091,t,0,28,58,269
1092,t,24,54,84,110
1093,t,0,0,0,0
1094,t,4,34,60,335
1095,t,15,23,53,143
1096,t,0,0,0,0
1097,t,4,4,9,9
1098,f,0,0,0,0
1099,f,0,0,0,0
1100,t,3,33,63,243
1101,f,0,0,0,0
1102,t,6,36,66,341
1103,f,0,0,0,0
1104,t,7,37,67,342
1105,t,2,15,27,29
1106,t,7,12,42,42
1107,t,0,6,36,311
1108,f,0,0,0,0
1109,f,0,4,5,5
1110,t,23,25,55,330
1111,t,30,60,90,357
1112,t,30,60,90,365
1113,t,0,0,0,0
1114,f,0,0,0,0
1115,t,4,8,20,172
1116,f,0,0,0,0
1117,t,0,8,38,215
1118,t,20,50,80,355
1119,t,17,38,68,343
1120,f,0,0,0,0
1121,t,18,38,68,343
1122,t,4,20,46,321
1123,f,0,0,0,0
1124,t,0,6,36,311
1125,t,9,9,22,22
1126,t,30,60,90,90
1127,t,3,21,35,98
1128,t,6,32,62,152
1129,t,0,0,0,0
1130,t,0,0,0,218
1131,t,2,10,36,216
1132,t,2,2,2,251
1133,t,0,2,32,307
1134,t,14,22,52,327
1135,t,2,13,39,116
1136,t,0,1,12,242
1137,t,0,0,0,208
1138,t,30,60,90,365
1139,t,0,0,0,0
1140,t,25,55,85,360
1141,t,27,57,87,362
1142,t,2,20,20,262
1143,t,30,60,90,365
1144,t,9,29,54,131
1145,t,28,58,88,88
1146,t,22,52,82,357
1147,t,0,0,0,0
1148,t,3,4,33,33
1149,t,0,22,30,30
1150,t,0,0,29,29
