id,latitude,longitude,zipcodes
2108,40.71319,-73.96199,11211
2109,40.70904,-73.94147,11206
2110,40.67756,-73.90811,11233
2111,40.84378,-73.90592,10457
2112,40.72627,-73.99147,10003
2113,40.64845,-73.96986,11218
2114,40.74209,-73.90384,11377
2115,40.70824,-73.94681,11206
2116,40.77314,-73.94934,10028
2117,40.68446,-73.95535,11216
2118,40.71285,-73.95809,11211
2119,40.68296,-73.77868,11434
2120,40.75481,-73.916,11103
2121,40.72111,-73.98079,10009
2122,40.75921,-73.8758,11369
2123,40.6628,-73.98393,11215
2124,40.76049,-73.98748,10036
2125,40.73918,-73.90681,11377
2126,40.72313,-73.93786,11222
2127,40.6764,-73.94767,
2128,40.75564,-73.96949,10022
2129,40.61787,-73.99968,11228
2130,40.83477,-73.94257,10032
2131,40.76242,-73.99234,10036
2132,40.74289,-73.97171,10016
2133,40.76410653,-73.90907197,11103
2134,40.73599,-73.95383,11222
2135,40.65821,-73.75623,11413
2136,40.696911,-73.93092616,11221
2137,40.6411,-73.90726,11236
2138,40.78673,-73.96956,10024
2139,40.71872,-73.95168,11211
2140,40.7953,-73.94249,10029
2141,40.81141,-73.93975,10037
2142,40.81935,-73.94284,
2143,40.78647,-74.00514,07093
2144,40.68127,-73.92577,11233
2145,40.7313,-73.98175,10009
2146,40.70551,-73.94272,11206
2147,40.79978,-73.96106,10025
2148,40.85167,-73.9371,10033
2149,40.72104,-73.98768,10002
2150,40.81471,-73.94591,10030
2151,40.76117,-73.96505,10022
2152,40.75608,-73.97011,10022
2153,40.76514,-73.96665,10065
2154,40.74456842,-73.98510178,10016
2155,40.75534,-73.92084,11101
2156,40.76142822,-73.96605851,10022
2157,40.80946,-73.94613,10027
2158,40.70868,-73.95322,11211
2159,40.73473,-74.00582,10014
2160,40.76021,-73.96595,10022
2161,40.67653,-73.94426,11216
2162,40.67973,-73.94983,11216
2163,40.70102,-73.92343,11237
2164,40.74698,-73.98885,10001
2165,40.88976,-73.82169,10466
2166,40.70541,-73.94094,11206
2167,40.74641,-73.99712,10001
2168,40.64358,-73.96941,11218
2169,40.7920348,-73.9662095,10025
2170,40.64318,-73.96534,11226
2171,40.68743,-73.9197,11221
2172,40.69228,-73.93852,11221
2173,40.80715,-73.96599,10025
2174,40.76391,-73.9916,10019
2175,40.58505258,-73.95258725,11235
2176,40.584045,-73.821449,11694
2177,40.68757,-73.92117,11221
2178,40.7892,-73.97423,10024
2179,40.6748794,-73.9017433,11207
2180,40.64633,-73.90877,11236
2181,40.67205,-73.93601,11213
2182,40.76389,-73.99341,10019
2183,40.65071,-73.98062,11218
2184,40.69071,-73.93676,11221
2185,40.63381,-73.96439,11230
2186,40.73798,-73.863693,11368
2187,40.67952,-73.93801,11213
2188,40.77371,-73.98043,10023
2189,40.76282,-73.988,10019
2190,40.72765,-73.94404,11222
2191,40.76261717,-73.96009582,10065
2192,40.71558,-73.94881,11211
2193,40.84301508,-73.92533324,10452
2194,40.83135,-73.9421,10032
2195,40.7186077,-73.9897804,10002
2196,40.58724,-73.79401,11692
2197,40.73506,-73.98198,10003
2198,40.68721,-73.93061,11221
2199,40.72264,-73.98447,10009
2200,40.64281,-73.95245,11226
2201,40.80229,-73.96719,10025
2202,40.68936,-73.90561,11207
2203,40.92311,-73.83953,10552
2204,40.74817,-73.89792,11377
2205,40.79289,-73.94124,10029
2206,40.703983,-73.908447,11385
2207,40.57413,-74.00925,11224
2208,40.74409,-73.90497,11377
2209,40.67167,-73.91378,11233
2210,40.74241,-73.98085,10016
2211,40.76081,-73.96153,
2212,40.79413,-73.96407,10025
2213,40.67128,-73.94307,11213
2214,40.70846,-73.94295,11206
2215,40.73817,-73.99909,10011
2216,40.73817,-73.99909,10011
2217,40.73817,-73.99909,10011
2218,40.75384,-73.96722,10017
2219,40.74322,-73.98302,10016
2220,40.66403,-73.71255,11580
2221,40.76437,-73.87142,11369
2222,40.75863,-73.96549,10022
2223,40.85186,-73.92989,10033
2224,40.73317,-73.98919,10003
2225,40.76205,-73.9753,10019
2226,40.73333,-73.85933,11374
2227,40.64802,-74.01586,11220
2228,40.65399,-73.93633,11203
2229,40.76589,-73.91856,11103
2230,40.78823425,-73.9490799,10029
2231,40.73787,-73.86763,11373
2232,40.73105,-73.98282,10003
2233,40.70486,-73.93524,11206
2234,40.68856,-73.94444,11221
2235,40.7911888,-73.9737101,10024
2236,40.69033,-73.95895,11205
2237,40.71381,-73.98806,10002
2238,40.75947,-73.98562,10036
2239,40.72354,-73.98271,10009
2240,40.74954,-73.90383,11377
2241,40.59088,-73.78667,11692
2242,40.8009069,-73.9695499,10025
2243,40.56434,-74.18373,10312
2244,40.71026,-73.99174,10002
2245,40.74193,-74.03019,07030
2246,40.6821,-73.91245,11233
2247,40.67276,-73.87862,11208
2248,40.74333398,-73.98714213,10010
2249,40.85176,-73.83242,10461
2250,40.7765,-73.94955,10028
2251,40.75769,-73.96592,10022
2252,40.68689,-73.91137,11207
2253,40.68403142,-73.92098187,11233
2254,40.63761,-73.91589,11236
2255,40.73317,-74.00608,10014
2256,40.70646,-74.00755,10005
2257,40.73301,-73.98532,10003
2258,40.6923,-73.92267,11221
2259,40.7258,-73.95422,11222
2260,40.69273,-73.91337,11221
2261,40.67739018,-73.78985231,11434
2262,40.71642,-73.99908,10013
2263,40.76532,-73.86881,11369
2264,40.74763,-73.99098,10001
2265,40.67389,-73.97762,11215
2266,40.68158,-73.93177,11233
2267,40.74648,-73.90116,11377
2268,40.75322,-73.99672,10001
2269,40.68526,-74.00292,11231
2270,40.85066,-73.93683,10033
2271,40.78139,-73.94857,10128
2272,40.76984,-73.91134,11105
2273,40.87094,-73.8754,10467
2274,40.71604445,-73.94258419,11211
2275,40.75463,-73.97445,10167
2276,40.760189,-73.984353,10019
2277,40.80425,-73.95815,10026
2278,40.84588,-73.93871,10033
2279,40.69139,-73.93108,11221
2280,40.6833,-73.95808,11238
2281,40.80413445,-73.96649358,10025
2282,40.68624,-73.98586,11217
2283,40.76302,-73.97783,10019
2284,40.89613,-73.8515,10466
2285,40.68903,-73.75071,11412
2286,40.74706,-73.97779,10016
2287,40.69045,-73.95904,11205
2288,40.82704,-73.81291,10465
2289,40.74315,-73.99798,10011
2290,40.6368,-73.9688,11218
2291,40.76458,-73.8665817,11369
2292,40.80209,-73.96642,10025
2293,40.79265,-73.96613,10025
2294,40.61387,-73.91961,11234
2295,40.757305,-73.832018,11355
2296,40.75389,-73.98034,10017
2297,40.73091,-73.95187,11222
2298,40.66317,-73.99748,11232
2299,40.78502,-73.94458,10029
2300,40.74623,-73.98717,10001
2301,40.73608718,-73.86362076,
2302,40.74857805,-73.97772638,10016
2303,40.70853,-74.00686,10038
2304,40.66165723,-73.88776306,11207
2305,40.6496505,-73.95020866,11226
2306,40.73094,-73.95202,11222
2307,40.76868,-73.95357,10021
2308,40.86162,-73.86418,10467
2309,40.7089797,-73.9604353,11211
2310,40.75658,-73.91853,11103
2311,40.74489,-73.97798,10016
2312,40.75937,-73.98537,10036
2313,40.70596565,-73.94907973,11206
2314,40.70662,-74.00191,10038
2315,40.81915,-73.94546,10030
2316,40.6429086,-73.95953485,11226
2317,40.76512,-73.98747,10019
2318,40.78278,-73.9775,10024
2319,40.71235,-73.99642,10002
2320,40.72961,-73.95656,11222
2321,40.68573,-73.96081,11238
2322,40.78099,-73.95628,10128
2323,40.71629,-73.99048,10002
2324,40.66149,-73.98115,11215
2325,40.74209,-73.81727,11355
2326,40.8094,-73.93796,10037
2327,40.68915,-73.95594,11205
2328,40.72927,-73.81674,11367
2329,40.79609222,-73.94363319,10029
2330,40.74619,-73.9871,10001
2331,40.70691039,-73.95692623,11211
2332,40.67353,-73.95566,11216
2333,40.74267,-73.89804,11377
2334,40.74252,-73.98232,10016
2335,40.73135,-74.00371,10014
2336,40.76855,-73.98647,10019
2337,40.68125,-73.88614,11208
2338,40.71933,-73.994843,10013
2339,40.71498,-73.94658,11211
2340,40.75742,-73.99316,10018
2341,40.68998,-73.95204,11205
2342,40.76329,-73.90842,11103
2343,40.79485,-73.93499,10029
2344,40.70614,-73.71727,11003
2345,40.6389,-74.0155,11220
2346,40.68479,-73.91569,11233
2347,40.67007,-73.77599,11434
2348,40.75548,-73.91878,11101
2349,40.79461,-73.97404,10025
2350,40.72797,-73.98704,10003
2351,40.59445553,-73.80088906,11692
2352,40.86933,-73.83843,10469
2353,40.76381,-73.88527,11370
2354,40.64747208,-73.96163558,11226
2355,40.64502,-73.9647,11226
2356,40.9155,-73.82548,10550
2357,40.67933,-73.94236,11216
2358,40.76131,-73.98264,10019
2359,40.67437785,-73.94651791,11213
2360,40.74684,-73.99207,10001
2361,40.74848,-73.97545,10016
2362,40.68488,-73.92095,11233
2363,40.85216,-73.90152,10457
2364,40.70583,-74.00717,10005
2365,40.69994,-73.72401,11003
2366,40.704903,-74.006416,10005
2367,40.67237,-73.95428,11216
2368,40.75533,-73.99858,10018
2369,40.817276,-73.942688,10030
2370,40.8194,-73.94542,10030
2371,40.725418,-73.988174,10003
2372,40.63451,-74.02786,11209
2373,40.85796,-73.87134,10467
2374,40.68461,-73.92751,11233
2375,40.60681,-73.96112,11229
2376,40.78258,-73.94507,10128
2377,40.66221,-73.99437,11232
2378,40.68098,-73.94023,11216
2379,40.74174,-73.97878,
2380,40.74426,-73.95789,11109
2381,40.64311,-73.93701,11203
2382,40.72491,-73.98959,10003
2383,40.7831,-73.94799,10128
2384,40.7831,-73.97317,10024
2385,40.7061,-74.00724,10005
2386,40.69233,-73.9244,11221
2387,40.66864,-73.99484,11215
2388,40.72641,-73.98711,10003
2389,40.63134,-74.02325,11209
2390,40.75159388,-73.99806235,10001
2391,40.73062,-73.97766,10009
2392,40.73062,-73.97766,10009
2393,40.68691,-73.98783,11217
2394,40.86909,-73.88371,10458
2395,40.714,-74.00956,10007
2396,40.77270611,-73.9521869,10075
2397,40.7642,-73.98422,10019
2398,40.75902,-73.98098,10020
2399,40.5789261,-74.10823928,10306
2400,40.7952,-73.94107,10029
2401,40.68299,-73.92065,11233
2402,40.75358,-73.97244,10017
2403,40.77210203,-73.94750018,10028
2404,40.869,-73.89349,10468
2405,40.6325791,-74.0229356,11209
2406,40.7659,-73.98,10019
2407,40.71249,-73.98664,10002
2408,40.75002,-73.9757,10017
2409,40.7494,-73.91855,11104
2410,40.84094,-73.91336,10452
2411,40.64556,-74.01275,11220
2412,40.76037,-73.96219,10022
2413,40.63525,-74.09086,10301
2414,40.76041,-73.92017,11106
2415,40.69322,-73.97164,11205
2416,40.78773,-74.00694,07093
2417,40.73139,-73.99515,10003
2418,40.75826693,-73.9898177,10036
2419,40.78384,-73.94855,10128
2420,40.60389,-73.95141,11229
2421,40.68829,-73.91358,11221
2422,40.722094,-73.984874,10009
2423,40.59417,-73.77111,11691
2424,40.69369,-73.94211,11206
2425,40.76239,-73.97498,10019
2426,40.76044,-73.98221,10019
2427,40.69318,-73.9111,11221
2428,40.68225,-73.93767,11216
2429,40.73615,-73.85953,11368
2430,40.69434,-73.94374,11206
2431,40.67881,-73.93977,11213
2432,40.67129,-73.93253,11213
2433,40.68234,-73.9385,11216
2434,40.6825226,-73.94990296,11216
2435,40.71687,-73.95754,
2436,40.74685,-73.70524,11004
2437,40.65163,-74.01279,11220
2438,40.7364632,-73.9021099,11377
2439,40.67012,-73.94648,11213
2440,40.65536,-73.99884,11232
2441,40.66505,-73.994,11215
2442,40.74408,-74.0027,10011
2443,40.76827,-73.98468,10019
2444,40.68613,-73.95123,11216
2445,40.66172,-73.94564,11225
2446,40.78094458,-73.95941176,10028
2447,40.64439,-73.96869,11218
2448,40.71628,-73.94137,11211
2449,40.71789,-73.9589,11249
2450,40.66714,-73.99401,11215
2451,40.75948,-73.98532,10036
2452,40.67523211,-73.92995471,11213
2453,40.68989,-73.92505,11221
2454,40.73418,-73.98011,10009
2455,40.72828062,-74.00178077,10012
2456,40.74469,-73.9866,10016
2457,40.59265,-73.94913,11235
2458,40.7515613,-73.89026186,11372
2459,40.67579,-73.95072,11216
2460,40.86258,-73.89878,10468
2461,40.70972,-73.95116,11211
2462,40.75215,-73.97314,10017
2463,40.78218,-73.94827,10128
2464,40.71287682,-73.89564115,11379
2465,40.82127,-73.95401,10031
2466,40.74918,-73.99501,10001
2467,40.70598,-73.9406,11206
2468,40.60783,-73.97587,11223
2469,40.74098,-73.89653,11377
2470,40.70709,-73.9665,11249
2471,40.82323,-73.9408,10039
2472,40.75176,-73.93589,11101
2473,40.71455,-73.93874,11211
2474,40.67301,-73.96093,11238
2475,40.64533,-73.99868,11232
2476,40.80541,-73.94635,10027
2477,40.68564,-74.00233,11231
2478,40.63568,-73.96237,11226
2479,40.67681,-73.97635,11217
2480,40.79938,-73.96251,10025
2481,40.69636,-73.97257,11205
2482,40.72268,-74.00472,10013
2483,40.71094,-73.99556,10002
2484,40.74304564,-73.98550735,10010
2485,40.67615,-73.93013,11213
2486,40.69275,-73.96148,
2487,40.64834,-73.96081,11226
2488,40.6606,-73.95549,11225
2489,40.64909917,-73.90803051,
2490,40.65209,-73.72587,11422
2491,40.7347,-74.00355,10014
2492,40.69014,-73.9594,11205
2493,40.686058,-73.931595,11221
2494,40.83884,-73.93809,10032
2495,40.77171,-73.92806,11102
2496,40.69422119,-73.90932063,11237
2497,40.72416,-73.94696,11222
2498,40.8921055,-73.8561334,10466
2499,40.76181,-73.93087,11106
2500,40.74804,-73.987,10001
2501,40.82676,-73.94552,10031
2502,40.7677879,-73.991741,10019
2503,40.76534,-73.91944,11103
2504,40.78609,-73.94664,10029
2505,40.71354026,-73.74287132,11429
2506,40.69632,-73.9465,11206
2507,40.7449,-73.82823,11355
2508,40.68517,-73.94671,11216
2509,40.73756,-73.9535,11222
2510,40.74445,-73.9252,11104
2511,40.74239,-73.98706,10010
2512,40.74239,-73.98706,10010
2513,40.68778,-73.91437,11221
2514,40.81389,-73.95421,10027
2515,40.74579,-73.9854,10016
2516,40.67487,-73.96791,11238
2517,40.76621,-73.98466,10019
2518,40.70974,-74.0145,10006
2519,40.62776009,-73.91912982,11234
2520,40.75501,-73.96229,10022
2521,40.68512,-73.9516,11216
2522,40.70571,-73.91357,11385
2523,40.7847793,-73.9778528,10024
2524,40.58019,-73.9542,11235
2525,40.7261,-73.99038,10003
2526,40.76742,-73.93025,11106
2527,40.70104,-73.93861,
2528,40.8381,-73.91485,10452
2529,40.73377,-73.98818,10003
2530,40.59282,-73.7967,11692
2531,40.58994,-73.92364,11229
2532,40.74084,-73.99247,10010
2533,40.75568,-73.99695,10018
2534,40.68301113,-73.91388068,11233
2535,40.74784,-73.99116,10001
2536,40.74393357,-73.97918407,10016
2537,40.72743,-74.00232,10012
2538,40.70263126,-73.90249436,11385
2539,40.81667,-73.94253,10030
2540,40.79386,-73.97642,10025
2541,40.72994,-73.99455,10003
2542,40.72244,-73.94308,11222
2543,40.76411,-73.99371,10019
2544,40.65493163,-74.19545587,07206
2545,40.73482,-74.0062,10014
2546,40.66548,-73.91365,11212
2547,40.77005,-73.9606,10021
2548,40.74778,-73.97862,10016
2549,40.67742,-73.9448,11216
2550,40.79905,-73.95932,10025
2551,40.70798,-73.95254,11211
2552,40.64654,-74.02228,11220
2553,40.69585,-73.9446,11206
2554,40.69889,-73.94088,11206
2555,40.73961,-73.97991,10010
2556,40.6947,-73.96034,11205
2557,40.82213,-73.95575,10031
2558,40.76027,-73.92132,11106
2559,40.74167,-73.98216,10016
2560,40.79703,-73.99866,07047
2561,40.69703,-73.97332,11205
2562,40.69139,-73.9454,11216
2563,40.66563,-73.9886,11215
2564,40.71192,-73.96238,11211
2565,40.608604,-73.977539,11204
2566,40.74866,-73.98121,10016
2567,40.79026,-74.00326,07093
2568,40.74616,-73.98807,10001
2569,40.70042,-73.9112,11385
2570,40.71968,-73.98333,10002
2571,40.72915,-73.85275,11374
2572,40.67873,-73.94699,11216
2573,40.72915,-73.98235,
2574,40.72915,-73.98235,
2575,40.68108,-73.91313,11233
2576,40.77866,-73.98235,10023
2577,40.71986,-73.98929,10002
2578,40.72186989,-73.79827392,11432
2579,40.72193,-73.95614,11249
2580,40.75359,-73.97192,10017
2581,40.69892,-73.92902,11221
2582,40.70885,-73.95469,11211
2583,40.71962,-73.96405,11249
2584,40.68315,-73.91083,11207
2585,40.75904,-73.99492,10036
2586,40.75991,-73.96956,10022
2587,40.69526,-73.97279,11205
2588,40.67732,-74.0003,11231
2589,40.76342239,-73.99412865,10036
2590,40.65308,-73.96003,11226
2591,40.67782,-73.9987,11231
2592,40.71082,-74.01562,10281
2593,40.57803,-73.8454,11694
2594,40.7872,-74.0077,07093
2595,40.775655,-73.953972,10028
2596,40.80127,-73.95868,10026
2597,40.68593822,-73.97176755,11238
2598,40.67518,-73.95081,11216
2599,40.73015,-73.99978,
2600,40.80009,-73.9596,10025
2601,40.796405,-73.9356721,10035
2602,40.73385,-74.00377,10014
2603,40.7926,-73.97679,10024
2604,40.73495,-74.00854,10014
2605,40.84539,-73.94111,10032
2606,40.71047,-73.87185,11379
2607,40.70981,-73.89823,11385
2608,40.77915,-73.97794,10023
2609,40.72986,-73.88047,11373
2610,40.71657,-73.95047,11211
2611,40.68478,-73.93992,11221
2612,40.79633,-73.96262,10025
2613,40.76940059,-73.99101229,10019
2614,40.71405,-73.96312,11249
2615,40.785206,-73.970085,10024
2616,40.74767,-73.98664,10001
2617,40.75548889,-73.9939529,10018
2618,40.67456,-73.81183,11420
2619,40.8067,-73.95171,10027
2620,40.59116,-74.06959,10305
2621,40.68013,-73.96754,
2622,40.7637,-73.91979,11103
2623,40.7616,-73.77284,11361
2624,40.68787,-73.91737,11221
2625,40.77078778,-73.99020922,10019
2626,40.70790255,-73.91511582,11385
2627,40.76241,-73.98476,10019
2628,40.82652,-73.89088,10459
2629,40.74546,-73.91166,11377
2630,40.73018,-73.97963,10009
2631,40.75674,-73.98438,10036
2632,40.73764,-74.0041,10014
2633,40.76983,-73.91814,11102
2634,40.73384,-73.97842,10009
2635,40.68327,-73.909157,11207
2636,40.67803,-73.97367,11217
2637,40.71775,-73.96025,11249
2638,40.7483335,-73.9809404,10016
2639,40.72271,-73.73588,11428
2640,40.79823,-73.93409,10035
2641,40.68142114,-73.82324996,11420
2642,40.71938,-73.99187,10002
2643,40.78353,-73.94414,
2644,40.71968,-73.98333,10002
2645,40.7534,-73.93685,11101
2646,40.72735,-73.98384,10009
2647,40.75525,-73.96465,10022
2648,40.67119,-73.81247,11420
2649,40.7576,-73.9067,11377
2650,40.70853,-73.80117,11432
2651,40.77203,-73.95703,10075
2652,40.70685,-73.951,11211
2653,40.67203,-73.94628,11213
2654,40.75953818,-73.8789635,11369
2655,40.76397624,-73.9870666,10019
2656,40.72993,-74.00403,10014
2657,40.6674,-73.94221,11213
2658,40.77641,-74.0182,07086
2659,40.6503,-73.97197,11218
2660,40.6571,-73.90484,11212
2661,40.79505,-73.94706,10029
2662,40.69711,-73.92529,11221
2663,40.70317,-73.92046,11237
2664,40.71084,-73.96401,11249
2665,40.7601,-73.95235,10044
2666,40.84604,-73.94101,10032
2667,40.72402,-73.8567,11374
2668,40.59821,-73.80003,11692
2669,40.69362,-73.82356,11419
2670,40.80069836,-73.95325803,10026
2671,40.71477,-73.9611,11249
2672,40.65996,-73.94803,11203
2673,40.78555,-73.94246,10029
2674,40.7494,-73.99601,10001
2675,40.6833,-73.98688,11217
2676,40.7120434,-73.94292421,11211
2677,40.67897,-73.9678,11238
2678,40.73355,-73.99869,
2679,40.71192,-73.95064,11211
2680,40.749565,-73.996368,10001
2681,40.66487,-73.93006,11213
2682,40.66794,-73.99319,11215
2683,40.72983,-73.96063,11222
2684,40.69311,-73.93507,11221
2685,40.68614,-73.98373,11217
2686,40.71469,-73.99086,10002
2687,40.69323,-73.92387,11221
2688,40.64855173,-73.92700286,11203
2689,40.66464,-73.91868,11212
2690,40.72049,-73.98821,10002
2691,40.69350322,-73.9323275,11221
2692,40.74482,-73.94326,11101
2693,40.881,-73.83511,10475
2694,40.77865,-73.94858,10128
2695,40.68346,-73.93814,11216
2696,40.68247,-73.84368,11417
2697,40.77595,-73.95559,10028
2698,40.67714,-73.94504,11216
2699,40.68936,-73.84945,11421
2700,40.75438,-73.96803,10022
2701,40.68248,-73.95047,11216
2702,40.82596,-73.91585,10451
2703,40.85454,-73.93217,10040
2704,40.74994,-73.99831,10001
2705,40.73993,-74.02683,07030
2706,40.69164,-73.86595,11421
2707,40.724545,-74.035912,07310
2708,40.79409,-73.9632,10025
2709,40.81457,-73.94466,10030
2710,40.75436,-73.99391,
2711,40.74597,-73.98888,10001
2712,40.80134,-73.94374,10035
2713,40.81665,-73.93761,10037
2714,40.72648,-74.00248,10012
2715,40.71000729,-73.94666883,11206
2716,40.86306995,-73.90511602,10468
2717,40.70809,-74.00481,10038
2718,40.75678,-73.98995,10036
2719,40.79413,-73.97612,10025
2720,40.75480285,-73.99839547,10001
2721,40.64178,-73.95942,11226
2722,40.75022392,-73.88244946,11372
2723,40.8605,-73.83927,10469
2724,40.6891,-73.95398,11216
2725,40.76731,-73.92421,11102
2726,40.75813,-73.92366,11106
2727,40.84812,-73.93588,10033
2728,40.67925,-73.74827,11413
2729,40.73851,-74.00713,10014
2730,40.70765,-73.94539,11206
2731,40.67386,-73.94428,11213
2732,40.67819,-73.89364,11207
2733,40.71946,-73.95331,11211
2734,40.73594,-73.93319,11101
2735,40.69251,-73.92257,11221
2736,40.64906,-73.94431,11203
2737,40.67877,-73.97741,11217
2738,40.69396,-73.75638,11412
2739,40.68626,-73.94465,11216
2740,40.69159,-73.91556,11221
2741,40.69816,-73.92491,11221
2742,40.70862,-73.95271,11211
2743,40.84217,-73.91198,10457
2744,40.70998495,-73.96002752,11211
2745,40.70998495,-73.96002752,11211
2746,40.733624,-73.872879,11373
2747,40.77121,-73.95217,10075
2748,40.74642,-73.98675,10001
2749,40.82923,-73.92162,10452
2750,40.77149,-73.95363,
2751,40.72301,-73.99873,10012
2752,40.68869,-73.95525,11216
2753,40.69011,-73.98053,11201
2754,40.70608,-73.93223,11206
2755,40.79934,-73.94236,10029
2756,40.72977,-73.98868,10003
2757,40.81132,-73.92177,10454
2758,40.75262,-73.989752,10018
2759,40.72262,-73.93944,11222
2760,40.79468,-73.96612,10025
2761,40.83625,-73.94062,10032
2762,40.67044,-73.88717,11207
2763,40.72409,-73.93939,11222
2764,40.68221,-73.95388,11216
2765,40.64788,-73.97837,
2766,40.7261,-73.98375,10009
2767,40.68293,-73.93437,11233
2768,40.69408,-73.96493,11205
2769,40.69007,-73.97477,11217
2770,40.71269,-73.94704,11211
2771,40.73201,-74.00541,10014
2772,40.63008,-74.02416,11209
2773,40.76808795,-73.82318874,11354
2774,40.78976,-73.94676,10029
2775,40.78221,-73.98357,10023
2776,40.69634,-73.84872,
2777,40.61943,-73.99232,11204
2778,40.78017,-73.97629,10024
2779,40.72841,-73.8818,11379
2780,40.58542,-73.9352,11235
2781,40.72963,-73.97682,10009
2782,40.68167,-73.93801,11216
2783,40.78124,-73.95851,10028
2784,40.80736,-73.94196,10027
2785,40.71785,-73.80493,11432
2786,40.76185,-73.99069,10036
2787,40.72154,-73.98174,10009
2788,40.813948,-73.9061017,10455
2789,40.73924,-73.98126,10010
2790,40.68749,-73.75535,11412
2791,40.63439,-73.97239,11218
2792,40.69549,-73.90979,11237
2793,40.84224,-73.92131,10452
2794,40.76537,-73.82046,11354
2795,40.76537,-73.82046,11354
2796,40.68223,-73.95269,11216
2797,40.72081,-73.99321,10002
2798,40.79719,-73.96995,10025
2799,40.74617,-73.98684,10001
2800,40.78086,-73.84665,11356
2801,40.80862,-73.95329,10027
2802,40.71639,-73.99086,10002
2803,40.68926,-73.90803,11207
2804,40.7929,-73.94108,10029
2805,40.74647,-74.00313,10011
2806,40.68754,-73.97376,11217
2807,40.74684,-73.99207,10001
2808,40.6928,-73.96652,11205
2809,40.70275,-73.92773,11237
2810,40.68376241,-73.90508843,11207
2811,40.73545,-73.98238,
2812,40.66402,-73.99394,11232
2813,40.65612,-73.9989,11232
2814,40.73836,-74.00293,10014
2815,40.68553,-73.95773,11238
2816,40.58618,-73.81674,11693
2817,40.68717,-73.95372,11216
2818,40.65653,-73.97776,11215
2819,40.71991,-73.99559,
2820,40.7537,-73.99432,10001
2821,40.6522898,-73.959448,11226
2822,40.64709,-73.70657,11557
2823,40.72287,-73.98462,10009
2824,40.68476,-73.94952,11216
2825,40.82007,-73.95442,10031
2826,40.82247,-73.94576,10031
2827,40.71396,-73.94021,11211
2828,40.68203,-73.98034,11217
2829,40.69248,-73.79669,11433
2830,40.78043,-74.01034,07093
2831,40.72539,-73.99414,10012
2832,40.761532,-73.998779,10036
2833,40.68242,-73.94662,11216
2834,40.70428,-73.92902,11237
2835,40.65585,-73.90628,11212
2836,40.82269,-73.94049,10039
2837,40.75346,-73.97207,10017
2838,40.71368,-73.95089,11211
2839,40.76126002,-73.96240374,10065
2840,40.68902,-73.96102,
2841,40.78741,-74.00494,07093
2842,40.71962,-73.98953,10002
2843,40.80128,-73.95472,10026
2844,40.68725,-73.96036,11238
2845,40.7161,-73.95328,11211
2846,40.81368,-73.95442,10027
2847,40.81856,-73.94238,10030
2848,40.70705,-74.01858,10280
2849,40.67744,-73.94846,11216
2850,40.8362,-73.9117,10456
2851,40.68657,-73.76906,11434
2852,40.7113,-73.95988,11211
2853,40.702717,-73.785645,11433
2854,40.82264,-73.95076,10031
2855,40.79235,-73.94378,10029
2856,40.74952,-73.9358,11101
2857,40.75461,-73.85853,11368
2858,40.62402,-73.97071,11230
2859,40.72753,-73.8089,11365
2860,40.76405,-73.99373,10019
2861,40.74085,-73.95633,11101
2862,40.66307,-73.99251,11215
2863,40.68401,-73.9561,11238
2864,40.7681,-73.91982,11102
2865,40.71899,-73.99491,10013
2866,40.78312,-73.98338,10024
2867,40.78312,-73.98338,10024
2868,40.8055,-73.94696,10027
2869,40.79513,-73.96854,
2870,40.76728,-73.875,11369
2871,40.69791877,-73.94057094,11206
2872,40.72546,-73.94073,11222
2873,40.61287,-73.98448,11204
2874,40.82297,-73.91454,10451
2875,40.78565,-73.97568,10024
2876,40.70789,-73.92096,11237
2877,40.68945,-73.95452,11205
2878,40.74389,-73.98714,10016
2879,40.74776,-73.86869,11368
2880,40.69696,-73.9435,11206
2881,40.69363,-73.95217,11206
2882,40.70779,-74.00805,
2883,40.83111,-73.94228,10032
2884,40.66723,-73.95919,11225
2885,40.72733,-73.98419,10009
2886,40.69139,-73.90813,11207
2887,40.85393985,-73.88538139,10458
2888,40.67677,-73.91006,11233
2889,40.7245458,-74.0026469,10012
2890,40.66707,-73.974,
2891,40.80059,-73.9452,10035
2892,40.76551,-73.91039,11103
2893,40.7193,-73.95567,11211
2894,40.7172,-74.01382,10282
2895,40.72056,-74.04187,07302
2896,40.65865,-73.73462,11422
2897,40.694,-73.93453,11206
2898,40.76831,-73.92352,11102
2899,40.73647,-73.98161,10010
2900,40.773,-73.90964,11105
2901,40.74796,-73.90685,11377
2902,40.82772,-73.95284,10031
2903,40.77284,-74.01442,07086
2904,40.71082,-74.00674,10038
2905,40.76068,-73.98822,10036
2906,40.74318,-73.99676,10011
2907,40.72076,-73.8628,11374
2908,40.65424,-73.84639,11414
2909,40.70352,-73.93104,11206
2910,40.69326,-73.93314,11221
2911,40.72222,-74.00112,10013
2912,40.67517,-73.93957,11213
2913,40.67462,-73.78348,11434
2914,40.72883,-73.98378,10009
2915,40.69738,-73.92798,11221
2916,40.70505,-73.9122,11385
2917,40.662893,-73.77055716,11434
2918,40.69211,-73.93758,11221
2919,40.71337,-73.96273,11249
2920,40.80679,-73.94817,10027
2921,40.71538,-74.00599,
2922,40.81351,-73.89891,10455
2923,40.82545,-73.91289,10451
